,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
3225,9/4/22,4803,0.00,100.70,88.30,-1.50,214.00,0.00
3226,10/4/22,4936,0.00,98.50,83.20,-1.70,229.00,0.01
3227,11/4/22,5390,0.00,108.80,88.30,-0.90,137.00,0.00
3228,12/4/22,5197,0.00,110.00,91.50,-2.40,132.00,0.00
3229,13/04/22,5224,0.00,108.80,92.00,-2.80,47.00,0.00
3230,14/04/22,5057,0.00,105.50,91.50,-2.20,112.00,0.01
3231,15/04/22,4975,0.00,104.70,90.10,-1.70,109.00,0.00
3232,16/04/22,4974,0.00,103.30,89.20,-2.20,94.00,0.00
3233,17/04/22,5146,0.00,101.70,86.70,-1.40,82.00,0.00
3234,18/04/22,5584,0.00,112.60,97.90,-1.10,250.00,0.00
3235,19/04/22,5628,0.00,115.60,98.80,-1.60,192.00,0.00
3236,20/04/22,5652,0.00,116.00,98.70,-2.80,116.00,0.00
3237,21/04/22,5632,0.00,112.20,94.40,-2.60,151.00,0.00
3238,22/04/22,5310,0.00,98.40,93.10,-1.80,233.00,0.00
3239,23/04/22,5082,0.00,104.90,89.00,-1.90,199.00,0.00
3240,24/04/22,5194,0.00,101.70,84.10,-2.50,37.00,0.00
3241,25/04/22,5525,0.00,111.30,93.00,-3.30,251.00,0.00
3242,26/04/22,5602,0.00,113.90,90.00,-1.70,164.00,0.00
3243,27/04/22,5739,0.00,116.60,92.00,-2.40,128.00,0.00
3244,28/04/22,5942,0.00,121.20,95.00,-1.60,180.00,0.00
3245,29/04/22,6096,0.00,123.70,94.80,-2.10,172.00,0.00
3246,30/04/22,5970,0.00,121.50,90.10,-1.90,135.00,0.00
3247,1/5/22,5993,0.00,117.70,91.30,-2.50,129.00,0.00
3248,2/5/22,6123,0.00,125.40,100.10,-0.80,240.00,0.00
3249,3/5/22,6127,0.00,116.70,100.70,-8.40,723.00,0.00
3250,4/5/22,6121,0.00,118.50,99.30,-3.50,193.00,0.00
3251,5/5/22,5371,0.00,103.80,94.60,-4.10,143.00,0.00
3252,6/5/22,5463,0.00,113.30,100.50,-1.50,200.00,0.00
3253,7/5/22,5426,0.00,110.70,96.10,-2.10,130.00,0.00
3254,8/5/22,5762,0.00,110.00,95.10,-1.30,149.00,0.00
3255,9/5/22,6057,0.00,122.40,106.00,-1.30,171.00,0.00
3256,10/5/22,6189,0.00,125.90,109.70,-1.20,205.00,0.00
3257,11/5/22,6520,0.00,129.80,113.10,0.10,225.00,0.00
3258,12/5/22,6752,0.00,136.20,123.30,-1.20,231.00,0.00
3259,13/05/22,6781,0.00,135.80,123.30,-2.20,198.00,0.00
3260,14/05/22,6714,0.00,130.70,117.40,-0.80,266.00,0.02
3261,15/05/22,6631,0.00,125.60,112.20,-1.40,151.00,0.00
3262,16/05/22,6686,0.00,130.80,118.60,-2.10,171.00,0.00
3263,17/05/22,6679,0.00,132.80,119.80,-1.90,268.00,0.00
3264,18/05/22,6657,0.00,136.00,121.80,0.10,459.00,0.00
3265,19/05/22,7008,0.00,138.10,122.80,-0.20,230.00,0.00
3266,20/05/22,6815,0.00,133.70,126.90,-8.70,206.00,0.00
3267,21/05/22,6412,0.00,129.10,115.20,-1.00,218.00,0.00
3268,22/05/22,5935,0.00,115.10,102.90,-2.70,147.00,0.00
3269,23/05/22,6052,0.00,99.20,88.10,-1.40,368.00,0.00
3270,24/05/22,4462,0.00,91.10,80.70,-1.30,226.00,0.00
3271,25/05/22,4771,0.00,100.30,88.90,-1.00,110.00,0.00
3272,26/05/22,5115,0.00,105.60,94.40,-1.20,104.00,0.00
3273,27/05/22,5680,0.00,113.90,103.20,-1.70,79.00,0.00
3274,28/05/22,6133,0.00,118.40,107.50,-1.30,179.00,0.00
3275,29/05/22,5967,0.00,118.40,107.80,-1.90,242.00,0.00
3276,30/05/22,6357,0.00,120.60,111.80,-3.30,135.00,0.00
3277,31/05/22,6115,0.00,120.00,109.80,-1.90,182.00,0.00
3278,1/6/22,6091,0.00,123.50,111.50,-0.10,223.00,0.00
3279,2/6/22,6442,0.00,128.90,116.70,-0.20,244.00,0.00
3280,3/6/22,6518,0.00,130.50,119.20,-0.70,204.00,0.00
3281,4/6/22,6543,0.00,129.40,118.70,0.40,349.00,0.00
3282,5/6/22,6576,0.00,125.80,114.40,-0.80,242.00,0.00
3283,7/6/22,6797,0.00,138.30,128.10,-1.00,284.00,0.00
3284,8/6/22,6824,0.00,139.50,127.70,-0.40,275.00,0.00
3285,9/6/22,7048,0.00,142.40,130.30,0.10,240.00,0.00
3286,10/6/22,7089,0.00,145.40,133.10,0.00,337.00,0.00
3287,11/6/22,6967,0.00,139.60,127.60,0.10,301.00,0.00
3288,12/6/22,6935,0.00,135.60,123.90,-0.60,241.00,0.00
3289,13/06/22,7202,0.00,150.30,134.60,0.40,350.00,0.00
3290,14/06/22,7139,0.00,144.20,131.80,-2.30,270.00,0.00
3291,15/06/22,7227,0.00,145.30,130.90,-0.50,328.00,0.00
3292,16/06/22,7187,0.00,140.20,127.60,-2.40,285.00,0.00
3293,17/06/22,6708,0.00,125.50,114.20,-2.30,268.00,0.00
3294,18/06/22,5325,0.00,108.60,97.90,-1.30,130.00,0.00
3295,19/06/22,5178,0.00,98.60,88.10,-1.70,125.00,0.00
3296,20/06/22,5010,0.00,105.00,94.20,-1.30,109.00,0.00
3297,21/06/22,5273,0.00,107.70,96.80,-0.80,105.00,0.00
3298,22/06/22,5536,0.00,112.30,102.00,-1.30,103.00,0.00
3299,23/06/22,5587,0.00,115.50,106.10,-2.10,146.00,0.00
3300,24/06/22,5614,0.00,116.30,105.60,-1.20,168.00,0.00
3301,25/06/22,5790,0.00,116.80,105.80,-1.10,160.00,0.00
3302,26/06/22,6700,0.00,127.70,116.20,-0.50,245.00,0.00
3303,27/06/22,7168,0.00,145.40,131.70,0.40,347.00,0.33
3304,28/06/22,7528,0.00,153.50,133.40,-0.70,345.00,0.39
3305,29/06/22,7770,0.00,152.80,133.20,-1.00,201.00,0.00
3306,30/06/22,7130,0.00,123.50,109.90,-1.80,183.00,0.00
3307,1/7/22,5289,0.00,112.80,102.50,-1.50,154.00,0.00
3308,2/7/22,5651,0.00,109.10,102.50,-5.70,262.00,0.00
3309,3/7/22,5918,0.00,112.40,101.80,-1.40,175.00,0.00
3310,4/7/22,6580,0.00,130.20,118.50,-0.10,335.00,0.00
3311,5/7/22,6983,0.00,140.60,129.50,-0.60,174.00,0.00
3312,6/7/22,7279,0.00,145.80,134.70,-2.20,167.00,0.00
3313,7/7/22,7284,0.00,149.10,135.60,-1.80,303.00,0.00
3314,8/7/22,7411,0.00,149.30,135.90,-1.00,200.00,0.00
3315,9/7/22,7181,0.00,137.10,123.70,-1.50,216.00,0.00
3316,10/7/22,6133,0.00,116.60,108.00,-6.20,288.00,0.00
3317,11/7/22,6528,0.00,130.40,118.50,-2.00,270.00,0.00
3318,12/7/22,6318,0.00,126.20,115.00,-2.70,160.00,0.00
3319,13/07/22,6257,0.00,128.40,117.00,-0.70,242.00,0.00
3320,14/07/22,6173,0.00,133.00,120.60,-0.50,205.00,0.32
3321,15/07/22,6773,0.00,129.40,124.10,-6.80,316.00,0.00
3322,16/07/22,6681,0.00,124.50,114.70,-2.30,221.00,0.00
3323,17/07/22,6046,0.00,113.90,103.20,-1.40,143.00,0.00
3324,18/07/22,6847,0.00,134.30,123.40,-1.30,126.00,0.00
3325,19/07/22,6816,0.00,140.90,130.40,-1.60,200.00,0.00
3326,20/07/22,6571,0.00,129.60,119.70,-2.30,201.00,0.00
3327,21/07/22,5821,0.00,118.70,108.20,-1.40,108.00,0.00
3328,22/07/22,5691,0.00,121.30,111.10,-1.50,154.00,0.01
3329,23/07/22,5485,0.00,110.20,104.50,-6.30,301.00,0.00
3330,24/07/22,5655,0.00,113.80,103.30,-1.30,205.00,0.00
3331,25/07/22,5770,0.00,119.90,109.70,-1.80,111.00,0.00
3332,26/07/22,5876,0.00,121.30,110.00,-0.90,160.00,0.00
3333,27/07/22,5897,0.00,123.60,112.00,-0.20,251.00,0.00
3334,28/07/22,5692,0.00,119.30,108.00,-0.60,226.00,0.00
3335,29/07/22,5479,0.00,114.40,103.90,-1.30,134.00,0.00
3336,30/07/22,4978,0.00,107.10,96.60,-1.50,124.00,0.01
3337,31/07/22,5070,0.00,98.40,92.40,-6.00,123.00,0.00
3338,1/8/22,5468,0.00,113.00,102.70,-1.70,155.00,0.00
3339,2/8/22,6089,0.00,121.30,110.30,-1.20,160.00,0.00
3340,3/8/22,5967,0.00,125.90,115.30,-1.70,156.00,0.00
3341,4/8/22,5814,0.00,122.90,112.30,-1.50,139.00,0.00
3342,5/8/22,5481,0.00,117.50,107.50,-2.10,157.00,0.00
3343,6/8/22,5578,0.00,115.20,105.10,-1.70,142.00,0.00
3344,7/8/22,5421,0.00,104.90,95.20,-2.10,88.00,0.00
3345,8/8/22,5776,0.00,114.40,103.30,-1.00,115.00,0.00
3346,9/8/22,6233,0.00,123.70,113.40,-1.10,130.00,0.00
3347,10/8/22,6388,0.00,131.40,119.30,-0.60,249.00,0.00
3348,11/8/22,6328,0.00,113.90,104.40,-2.80,283.00,0.00
3349,12/8/22,5873,0.00,119.90,107.80,-0.90,161.00,0.00
3350,13/08/22,5866,0.00,119.70,108.80,-1.50,199.00,0.00
3351,14/08/22,5792,0.00,112.60,102.70,-2.10,181.00,0.00
3352,15/08/22,5148,0.00,96.70,86.30,-1.40,136.00,0.05
3353,16/08/22,5096,0.00,109.30,100.00,-2.80,142.00,1.07
3354,17/08/22,5486,0.00,113.30,102.80,-1.70,33.00,0.00
3355,18/08/22,5808,0.00,119.90,109.50,-1.90,87.00,0.00
3356,19/08/22,5711,0.00,118.20,107.60,-1.80,83.00,0.00
3357,20/08/22,5647,0.00,119.40,108.80,-1.70,460.00,0.00
3358,21/08/22,6064,0.00,117.80,107.10,-1.50,84.00,0.00
3359,22/08/22,6267,0.00,128.20,117.70,-1.50,166.00,0.00
3360,23/08/22,6111,0.00,126.30,115.70,-2.00,156.00,0.00
3361,24/08/22,5783,0.00,122.60,112.50,-2.50,114.00,0.00
3362,25/08/22,5862,0.00,121.50,111.30,-2.30,83.00,0.00
3363,26/08/22,6100,0.00,125.90,114.40,-1.50,170.00,0.00
3364,27/08/22,5910,0.00,122.80,111.20,-1.10,165.00,0.00
3365,28/08/22,5945,0.00,116.50,106.40,-2.30,140.00,0.00
3366,29/08/22,5945,0.00,116.50,106.40,-2.30,140.00,0.00
3367,30/08/22,5866,0.00,124.60,113.40,-1.60,178.00,0.00
3368,31/08/22,6253,0.00,127.60,115.80,-1.10,162.00,0.00
3369,1/9/22,6479,0.00,132.80,121.80,-1.90,115.00,0.00
3370,2/9/22,6440,0.00,133.90,122.70,-1.40,177.00,0.00
3371,3/9/22,6298,0.00,128.50,117.70,-1.20,161.00,0.00
3372,4/9/22,6288,0.00,124.00,113.00,-1.70,125.00,0.00
3373,5/9/22,6429,0.00,131.80,121.40,-1.00,108.00,0.04
3374,6/9/22,6488,0.00,133.20,121.20,-0.80,227.00,0.00
3375,7/9/22,6482,0.00,134.10,122.20,-1.10,216.00,0.00
3376,8/9/22,6634,0.00,136.80,124.90,-1.00,218.00,0.00
3377,9/9/22,6614,0.00,139.00,126.70,-0.80,167.00,0.04
3378,10/9/22,6542,0.00,133.80,121.60,-0.80,189.00,0.00
3379,11/9/22,6272,0.00,125.20,113.70,-1.20,240.00,0.00
3380,12/9/22,6444,0.00,132.50,121.20,-1.20,184.00,0.00
3381,13/09/22,6282,0.00,127.50,117.10,-1.90,163.00,0.00
3382,14/09/22,5947,0.00,121.60,110.80,-2.00,168.00,0.00
3383,17/09/22,4746,0.00,98.00,87.80,-2.20,53.00,0.00
3384,18/09/22,5094,0.00,99.30,89.30,-2.30,48.00,0.00
3385,19/09/22,5318,0.00,111.50,101.10,-2.40,194.00,0.00
3386,20/09/22,5332,0.00,110.80,100.50,-2.20,127.00,0.00
3387,21/09/22,5167,0.00,106.80,96.00,-1.80,117.00,0.00
3388,22/09/22,4718,0.00,98.70,87.90,-2.80,34.00,0.00
3389,23/09/22,4573,0.00,92.30,83.70,-2.60,41.00,0.06
3390,24/09/22,4146,0.00,85.10,78.80,-2.10,35.00,0.00
3391,25/09/22,3987,0.00,83.10,76.50,-1.80,117.00,0.00
3392,26/09/22,4612,0.00,95.20,88.20,-1.80,91.00,0.00
3393,27/09/22,4771,0.00,99.10,91.70,-1.10,117.00,0.00
3394,28/09/22,4896,0.00,103.00,95.30,-0.80,183.00,0.00
3395,29/09/22,5018,0.00,104.20,96.70,-1.20,168.00,0.00
3396,30/09/22,5062,0.00,106.20,98.60,-1.00,157.00,0.00
3397,1/10/22,4722,0.00,103.30,94.80,-0.70,190.00,0.00
3398,2/10/22,4510,0.00,91.20,84.20,-1.30,134.00,0.00
3399,3/10/22,4803,0.00,100.90,93.60,-1.30,135.00,0.00
3400,4/10/22,4944,0.00,104.80,96.90,-0.70,122.00,0.00
3401,5/10/22,4693,0.00,96.20,87.70,0.20,247.00,0.00
3402,6/10/22,4616,0.00,97.20,89.90,-0.90,156.00,0.00
3403,7/10/22,4450,0.00,91.50,88.90,0.00,187.00,0.00
3404,8/10/22,3795,0.00,78.70,77.70,-0.90,137.00,0.00
3405,9/10/22,3422,0.00,68.40,67.60,-1.10,42.00,0.00
3406,10/10/22,3422,0.00,68.40,67.60,-1.10,42.00,0.00
3407,11/10/22,3874,0.00,76.80,75.70,-0.90,131.00,0.25
3408,12/10/22,4013,0.00,79.40,78.10,-0.70,144.00,0.00
3409,13/10/22,3995,0.00,78.20,77.00,-0.70,160.00,0.00
3410,14/10/22,4001,0.00,79.40,78.00,-0.50,192.00,0.00
3411,15/10/22,3668,0.00,74.60,75.30,-2.70,44.00,0.00
3412,16/10/22,3470,0.00,71.10,72.90,-3.60,144.00,0.00
3413,17/10/22,4003,0.00,79.00,78.30,-1.20,169.00,0.00
3414,18/10/22,3954,0.00,80.00,78.60,-0.50,171.00,0.00
3415,19/10/22,4015,0.00,80.80,74.10,0.00,256.00,0.00
3416,20/10/22,4047,0.00,80.70,72.60,-0.30,166.00,0.00
3417,21/10/22,4043,0.00,81.60,72.90,0.20,290.00,0.00
3418,22/10/22,3765,0.00,76.20,68.90,-1.10,178.00,0.00
3419,23/10/22,3279,0.00,67.70,60.20,-1.10,107.00,0.00
3420,24/10/22,2994,0.00,61.00,54.40,-1.90,134.00,0.00
3421,25/10/22,3108,0.00,59.70,52.50,-1.20,141.00,0.00
3422,26/10/22,3047,0.00,61.80,54.40,-1.10,100.00,0.00
3423,27/10/22,3429,0.00,68.00,60.70,-1.20,96.00,0.00
3424,28/10/22,3663,0.00,71.10,64.40,-1.20,106.00,0.00
3425,29/10/22,3466,0.00,68.80,62.10,-1.50,116.00,0.00
3426,30/10/22,3237,0.00,64.20,57.40,-1.70,100.00,0.00
3427,31/10/22,3556,0.00,69.20,62.20,-1.60,141.00,0.00
3428,1/11/22,3663,0.00,71.30,63.80,-0.80,173.00,0.00
3429,2/11/22,3721,0.00,72.30,65.30,-1.20,100.00,0.00
3430,3/11/22,3725,0.00,72.40,65.10,-0.90,176.00,0.00
3431,4/11/22,3847,0.00,73.50,66.70,-0.90,124.00,0.00
3432,5/11/22,3646,0.00,71.60,63.90,-0.60,146.00,0.00
3433,6/11/22,3504,0.00,68.70,60.70,-0.60,141.00,0.00
3434,7/11/22,3767,0.00,74.00,65.60,-0.40,391.00,0.00
3435,8/11/22,3752,0.00,69.70,64.50,-2.70,148.00,0.00
3436,9/11/22,3713,0.00,72.90,65.30,-1.20,136.00,0.00
3437,10/11/22,3831,0.00,73.30,65.10,0.60,318.00,0.00
3438,11/11/22,3756,0.00,74.80,64.50,2.70,381.00,0.00
3439,12/11/22,3469,0.00,65.00,58.50,-1.30,103.00,0.00
3440,13/11/22,3364,0.00,61.10,55.30,-1.90,46.00,0.00
3441,14/11/22,3539,0.00,67.20,60.20,-1.70,115.00,0.00
3442,15/11/22,3525,0.00,68.30,60.80,-1.10,158.00,0.00
3443,16/11/22,3576,0.00,67.20,60.90,-1.40,159.00,0.00
3444,17/11/22,3528,0.00,67.00,59.30,-1.10,137.00,0.00
3445,18/11/22,3717,0.00,66.70,60.30,-1.20,136.00,0.00
3446,19/11/22,3439,0.00,62.50,56.10,-1.30,84.00,0.00
3447,20/11/22,3554,0.00,60.60,54.20,-1.30,99.00,0.00
3448,21/11/22,3529,0.00,64.00,57.80,-1.50,174.00,0.00
3449,22/11/22,3591,0.00,66.00,58.80,-1.20,149.00,0.00
3450,23/11/22,3614,0.00,65.20,58.90,-1.30,161.00,0.00
3451,24/11/22,3560,0.00,65.70,58.60,-0.60,193.00,0.00
3452,25/11/22,3678,0.00,68.00,61.30,-1.60,133.00,0.00
3453,26/11/22,3525,0.00,63.10,56.40,-1.10,196.00,0.00
3454,27/11/22,3608,0.00,61.00,54.30,-1.40,118.00,0.00
3455,28/11/22,3581,0.00,65.00,58.10,-1.40,151.00,0.00
3456,29/11/22,3617,0.00,65.20,59.20,-1.70,126.00,0.00
3457,30/11/22,3751,0.00,66.50,60.60,-1.70,131.00,0.00
3458,1/12/22,3642,0.00,66.50,59.80,-1.30,189.00,0.00
3459,2/12/22,3820,0.00,67.20,60.80,-1.20,187.00,0.00
3460,3/12/22,3650,0.00,65.40,57.80,-0.10,212.00,0.00
3461,4/12/22,3346,0.00,59.80,51.60,0.80,230.00,0.00
3462,5/12/22,3662,0.00,65.30,59.20,-1.90,156.00,0.00
3463,6/12/22,3766,0.00,67.10,60.50,-1.30,170.00,0.00
3464,7/12/22,3834,0.00,67.90,61.50,-1.20,186.00,0.00
3465,8/12/22,3604,0.00,67.40,60.60,-1.40,127.00,0.00
3466,9/12/22,3939,0.00,68.60,62.00,-1.30,165.00,0.00
3467,10/12/22,3779,0.00,64.50,58.00,-1.10,124.00,0.00
3468,11/12/22,3809,0.00,62.80,55.80,-1.30,125.00,0.00
3469,12/12/22,3794,0.00,65.80,60.20,-2.00,126.00,0.00
3470,13/12/22,3829,0.00,67.10,60.50,-1.10,169.00,0.00
3471,14/12/22,3942,0.00,69.70,61.40,-0.40,191.00,0.00
3472,15/12/22,3860,0.00,67.70,61.00,-0.90,170.00,0.00
3473,16/12/22,4084,0.00,71.20,62.70,-0.30,187.00,0.00
3474,17/12/22,3814,0.00,67.40,59.20,-0.60,164.00,0.00
3475,18/12/22,4057,0.00,66.50,57.90,-0.20,160.00,0.00
3476,19/12/22,3867,0.00,68.80,65.50,-1.20,224.00,0.00
3477,20/12/22,4070,0.00,70.40,65.00,-1.30,205.00,0.00
3478,21/12/22,4256,0.00,72.80,66.00,-2.10,179.00,0.00
3479,22/12/22,4242,0.00,73.70,66.70,-1.80,187.00,0.00
3480,23/12/22,4560,0.00,75.90,68.70,-0.60,286.00,0.00
3481,24/12/22,4284,0.00,73.30,65.30,-0.60,197.00,0.00
3482,25/12/22,4485,0.00,72.30,66.60,-3.20,147.00,0.00
3483,26/12/22,4691,0.00,78.80,71.90,-2.40,125.00,0.00
3484,27/12/22,4675,0.00,80.90,74.40,-2.80,337.00,0.00
3485,28/12/22,4868,0.00,80.30,73.50,-1.00,270.00,0.00
3486,29/12/22,4686,0.00,78.80,72.00,-2.30,269.00,0.00
3487,30/12/22,4841,0.00,79.00,72.30,-2.60,253.00,0.00
3488,31/12/22,4455,0.00,73.90,66.90,-1.90,227.00,0.00
3489,1/1/23,4588,0.00,73.70,63.20,0.20,294.00,0.00
3490,2/1/23,4580,0.00,78.20,70.10,-0.70,272.00,0.00
3491,3/1/23,4826,0.00,81.40,72.10,0.50,338.00,0.00
3492,4/1/23,5040,0.00,85.60,75.10,1.10,288.00,0.00
3493,5/1/23,5225,0.00,85.60,78.30,-0.50,261.00,0.00
3494,6/1/23,5399,0.00,88.00,79.10,-0.50,190.00,0.00
3495,7/1/23,5091,0.00,84.60,74.20,-1.00,281.00,0.00
3496,8/1/23,5137,0.00,81.50,75.20,-1.70,297.00,0.00
3497,9/1/23,5466,0.00,88.70,79.50,-0.80,342.00,0.08
3498,10/1/23,5385,0.00,88.10,77.80,-1.70,339.00,0.00
3499,11/1/23,5376,0.00,89.00,75.20,-1.20,310.00,0.00
3500,12/1/23,5080,0.00,84.70,69.70,-2.60,286.00,0.00
3501,13/01/23,5050,0.00,83.20,72.40,-2.80,277.00,0.00
3502,14/01/23,4733,0.00,78.60,67.60,-2.40,158.00,0.00
3503,15/01/23,4785,0.00,78.90,66.80,-0.80,258.00,0.00
3504,16/01/23,4878,0.00,84.00,73.50,-2.10,170.00,0.00
3505,17/01/23,5001,0.00,84.70,73.90,-2.30,225.00,0.00
3506,18/01/23,5079,0.00,85.50,75.40,-2.40,278.00,0.00
3507,19/01/23,4828,0.00,82.50,75.30,-2.40,254.00,0.00
3508,20/01/23,4863,0.00,81.30,73.40,-1.60,214.00,0.20
3509,21/01/23,4482,0.00,75.90,68.00,-1.80,215.00,0.00
3510,22/01/23,4541,0.00,73.00,65.80,-2.00,242.00,0.00
3511,23/01/23,4396,0.00,74.60,68.40,-2.90,138.00,0.00
3512,24/01/23,4380,0.00,74.80,67.60,-2.10,151.00,0.00
3513,25/01/23,4475,0.00,76.10,68.80,-1.90,201.00,0.00
3514,26/01/23,3943,0.00,64.80,58.10,-2.20,243.00,0.00
3515,27/01/23,4646,0.00,75.50,67.30,-2.00,212.00,0.00
3516,28/01/23,4358,0.00,74.00,61.30,-0.30,173.00,0.00
3517,29/01/23,4433,0.00,70.90,61.40,-2.00,316.00,0.00
3518,30/01/23,4570,0.00,76.40,64.40,-1.50,208.00,0.00
3519,31/01/23,4611,0.00,77.10,66.30,-2.20,147.00,0.00
3520,1/2/23,4557,0.00,75.90,69.20,-1.50,243.00,0.00
3521,2/2/23,4406,0.00,74.80,67.00,-1.40,341.00,0.00
3522,3/2/23,4584,0.00,75.50,68.00,-1.60,190.00,0.00
3523,4/2/23,4107,0.00,69.70,61.50,-1.30,180.00,0.00
3524,5/2/23,4197,0.00,66.70,59.10,-1.60,178.00,0.00
3525,6/2/23,4037,0.00,67.40,61.40,-2.30,202.00,0.00
3526,7/2/23,4064,0.00,69.40,61.50,-1.50,252.00,0.00
3527,8/2/23,4078,0.00,70.00,62.10,-1.70,119.00,0.00
3528,9/2/23,3967,0.00,67.60,61.20,-2.10,543.00,0.00
3529,10/2/23,4021,0.00,68.60,62.40,-3.40,147.00,0.00
3530,11/2/23,3836,0.00,65.60,57.20,-1.30,174.00,0.02
3531,12/2/23,3794,0.00,64.30,55.50,-0.70,156.00,0.00
3532,13/02/23,3883,0.00,67.40,59.90,-2.10,144.00,0.00
3533,14/02/23,4001,0.00,66.90,60.50,-2.10,133.00,0.00
3534,15/02/23,4053,0.00,69.10,61.30,-2.00,127.00,0.00
3535,16/02/23,3811,0.00,67.90,57.80,-2.40,105.00,0.00
3536,17/02/23,3998,0.00,67.60,55.40,-3.70,137.00,0.00
3537,18/02/23,3921,0.00,64.30,51.40,-3.50,69.00,0.00
3538,19/02/23,3600,0.00,61.80,51.20,-2.30,177.00,0.00
3539,20/02/23,3660,0.00,66.40,56.60,-2.60,162.00,0.00
3540,21/02/23,3748,0.00,68.10,57.20,91.00,0.00,
3541,22/02/23,3855,0.00,67.90,58.10,105.00,0.00,
3542,23/02/23,3663,0.00,67.00,57.80,-3.20,76.00,0.00
3543,24/02/23,3932,0.00,68.80,60.50,-1.40,75.00,0.00
3544,25/02/23,3541,0.00,64.90,57.40,-1.90,117.00,0.00
3545,26/02/23,3512,0.00,63.10,56.20,-2.30,90.00,0.00
3546,27/02/23,3710,0.00,67.70,60.00,-1.70,131.00,0.00
3547,28/02/23,3684,0.00,68.80,61.10,-1.90,90.00,0.00
3548,1/3/23,3707,0.00,68.60,61.10,-2.00,85.00,0.00
3549,2/3/23,3694,0.00,69.30,60.70,-1.00,185.00,0.00
3550,3/3/23,3797,0.00,70.50,63.10,-2.40,115.00,0.00
3551,4/3/23,3562,0.00,66.70,58.90,-1.80,166.00,0.00
3552,5/3/23,3450,0.00,62.40,56.70,-2.50,68.00,0.00
3553,6/3/23,3610,0.00,68.20,60.40,-2.20,154.00,0.00
3554,7/3/23,3619,0.00,65.30,57.90,-2.20,54.00,0.00
3555,8/3/23,2444,0.00,51.20,45.40,-1.50,111.00,0.00
3556,9/3/23,3187,0.00,61.00,60.40,-1.30,168.00,0.00
3557,10/3/23,3578,0.00,69.90,68.00,-0.10,216.00,0.00
3558,11/3/23,3387,0.00,68.10,66.80,-0.70,209.00,0.00
3559,12/3/23,3363,0.00,65.50,64.90,-1.40,105.00,0.00
3560,13/03/23,3623,0.00,70.60,70.50,-1.10,171.00,0.00
3561,14/03/23,3744,0.00,75.80,73.10,0.10,248.00,0.00
3562,15/03/23,3725,0.00,76.80,74.70,-0.40,225.00,0.00
3563,16/03/23,3752,0.00,77.40,75.50,-0.70,205.00,0.00
3564,17/03/23,3884,0.00,75.70,75.20,-1.70,102.00,0.00
3565,18/03/23,3509,0.00,68.90,68.30,-1.80,69.00,0.00
3566,19/03/23,3424,0.00,64.50,63.80,-1.20,228.00,0.00
3567,20/03/23,3633,0.00,67.80,67.10,-1.10,192.00,0.00
3568,21/03/23,3559,0.00,65.20,66.80,-1.80,125.00,0.00
3569,22/03/23,3845,0.00,69.10,69.70,-2.10,12.00,0.00
3570,23/03/23,3631,0.00,69.50,69.10,-1.20,193.00,0.00
3571,24/03/23,3802,0.00,70.70,69.90,-0.80,159.00,0.00
3572,25/03/23,3480,0.00,67.00,65.60,-0.20,199.00,0.00
3573,26/03/23,3335,0.00,65.40,64.10,-0.40,163.00,0.00
3574,27/03/23,3566,0.00,69.60,67.80,-0.40,236.00,0.00
3575,28/03/23,3642,0.00,67.50,65.10,-6.40,951.00,0.00
3576,29/03/23,3648,0.00,73.80,66.50,-1.20,184.00,0.00
3577,30/03/23,3518,0.00,70.20,63.40,-1.70,143.00,0.00
3578,31/03/23,3699,0.00,69.70,64.00,-2.20,3342.00,0.00
3579,1/4/23,3411,0.00,66.30,65.20,-1.40,114.00,0.00
3580,2/4/23,3360,0.00,64.00,62.90,-1.20,81.00,
3581,3/4/23,3588,0.00,70.10,70.10,-1.50,125.00,0.00
