,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
1916,19/08/18,5704,6.00,117.90,102.30,-1.90,93.00,0.20
1917,20/08/18,5357,0.00,108.00,92.50,-1.80,131.00,0.00
1918,21/08/18,5752,0.00,117.60,100.40,-1.40,132.00,0.00
1919,22/08/18,5852,21.00,119.40,98.00,-1.40,226.00,0.10
1920,23/08/18,5687,0.00,117.30,95.40,-0.80,158.00,0.00
1921,24/08/18,5687,0.00,117.30,95.40,-0.80,158.00,0.00
1922,25/08/18,5453,0.00,111.90,90.50,-1.20,123.00,0.00
1923,26/08/18,5253,0.00,107.60,87.10,-2.20,46.00,0.00
1924,27/08/18,5122,0.00,98.00,76.40,-0.70,175.00,0.00
1925,28/08/18,5378,0.00,111.70,87.50,-0.20,142.00,0.00
1926,29/08/18,5152,0.00,107.60,88.30,-1.00,107.00,0.20
1927,30/08/18,5049,0.00,106.40,84.60,-0.60,189.00,0.10
1928,31/08/18,5530,0.00,111.00,88.10,-0.30,176.00,0.00
1929,1/9/18,5556,0.00,116.40,91.90,0.40,172.00,0.10
1930,2/9/18,5346,0.00,104.00,81.30,0.40,263.00,0.00
1931,3/9/18,4577,0.00,91.00,71.80,-1.40,106.00,0.00
1932,4/9/18,4059,6.00,87.30,71.40,-1.50,29.00,0.00
1933,5/9/18,4507,0.00,94.10,76.40,-1.00,105.00,0.00
1934,6/9/18,4565,0.00,95.40,74.50,-1.00,159.00,0.00
1935,7/9/18,5052,0.00,100.40,78.30,-0.20,156.00,0.10
1936,8/9/18,4807,0.00,98.60,77.60,-1.80,116.00,0.00
1937,9/9/18,4314,0.00,92.90,71.60,-1.00,96.00,0.00
1938,10/9/18,4203,0.00,88.00,67.40,-1.60,73.00,0.00
1939,11/9/18,4669,0.00,98.10,77.00,-0.80,109.00,0.00
1940,12/9/18,5037,0.00,104.20,81.90,0.40,136.00,0.00
1941,13/09/18,5064,0.00,107.40,84.20,-0.40,214.00,0.00
1942,14/09/18,5113,0.00,106.50,85.20,-1.20,204.00,0.00
1943,15/09/18,5010,0.00,106.90,85.40,-0.90,133.00,0.00
1944,16/09/18,4856,0.00,103.20,80.60,-0.20,216.00,0.00
1945,17/09/18,4823,0.00,98.40,74.40,-0.10,252.00,0.00
1946,18/09/18,5075,0.00,106.10,83.10,-0.80,174.00,0.00
1947,19/09/18,5075,0.00,107.50,82.90,0.30,255.00,0.10
1948,20/09/18,5047,0.00,108.60,83.60,-0.20,160.00,0.00
1949,21/09/18,5143,0.00,108.90,82.50,0.60,221.00,0.00
1950,22/09/18,4976,0.00,104.20,77.00,-1.10,254.00,0.10
1951,23/09/18,4253,0.00,91.80,70.30,-1.30,123.00,0.20
1952,24/09/18,3930,0.00,83.90,63.50,-2.00,61.00,0.00
1953,25/09/18,4188,0.00,86.00,64.90,-1.90,46.00,0.00
1954,26/09/18,3965,8.00,81.00,62.90,-1.40,195.00,0.80
1955,27/09/18,4151,0.00,83.60,65.00,-1.90,40.00,0.00
1956,28/09/18,4266,0.00,88.40,66.50,-1.50,79.00,0.00
1957,29/09/18,4398,0.00,93.30,69.20,-0.90,99.00,0.00
1958,30/09/18,4393,0.00,93.20,68.00,-0.60,197.00,0.00
1959,1/10/18,4121,0.00,89.10,65.30,-1.10,181.00,0.00
1960,2/10/18,4513,0.00,94.40,70.00,-1.20,131.00,0.00
1961,3/10/18,4164,0.00,83.70,54.70,-1.20,147.00,0.00
1962,4/10/18,4572,0.00,95.70,66.20,-0.80,130.00,0.20
1963,5/10/18,4612,0.00,98.70,66.50,-0.40,212.00,0.20
1964,6/10/18,4614,0.00,97.30,64.30,-1.00,98.00,0.00
1965,7/10/18,4188,0.00,91.90,63.20,-0.20,174.00,0.00
1966,8/10/18,3954,0.00,84.90,57.60,-0.20,127.00,0.00
1967,9/10/18,4321,0.00,91.50,63.30,-0.70,74.00,0.00
1968,10/10/18,4403,0.00,92.30,64.10,-0.90,71.00,0.00
1969,11/10/18,4559,0.00,94.30,65.00,-0.10,235.00,0.00
1970,12/10/18,4369,0.00,88.30,64.90,-1.20,75.00,0.10
1971,13/10/18,4049,0.00,81.90,58.10,-1.00,60.00,0.10
1972,14/10/18,3746,0.00,75.30,53.10,-1.50,83.00,0.10
1973,15/10/18,3450,0.00,70.70,46.90,-0.90,114.00,0.00
1974,16/10/18,3837,0.00,75.10,55.00,-1.20,140.00,0.00
1975,17/10/18,3966,0.00,79.60,60.90,0.10,133.00,0.00
1976,18/10/18,3970,0.00,80.90,62.90,0.30,160.00,0.00
1977,19/10/18,3986,0.00,80.40,63.10,-0.30,133.00,0.00
1978,20/10/18,3335,0.00,69.60,51.70,-1.30,83.00,0.00
1979,21/10/18,3651,0.00,71.40,56.50,-0.70,124.00,0.00
1980,22/10/18,3421,0.00,66.40,53.50,-0.90,85.00,0.00
1981,23/10/18,3652,0.00,72.80,57.60,-1.30,109.00,0.00
1982,24/10/18,3720,0.00,72.70,56.40,-0.90,74.00,0.00
1983,25/10/18,3761,0.00,73.80,55.10,0.10,177.00,0.00
1984,26/10/18,3752,0.00,73.50,55.90,-0.10,146.00,0.00
1985,27/10/18,3676,0.00,73.20,56.60,-0.50,149.00,0.00
1986,28/10/18,3450,0.00,68.90,52.50,-1.10,74.00,0.00
1987,29/10/18,3301,0.00,64.40,48.30,-0.40,200.00,0.10
1988,30/10/18,3582,0.00,69.70,50.90,0.10,225.00,0.00
1989,31/10/18,3664,0.00,71.80,53.20,-0.20,378.00,0.00
1990,1/11/18,3694,0.00,71.00,49.70,-0.30,132.00,0.00
1991,2/11/18,3660,0.00,71.30,47.60,0.30,178.00,0.00
1992,3/11/18,3646,0.00,71.70,48.60,-0.10,153.00,0.00
1993,4/11/18,3450,0.00,68.50,45.90,-0.30,207.00,0.00
1994,5/11/18,3222,0.00,64.60,42.40,-1.50,223.00,0.00
1995,6/11/18,3389,0.00,65.40,52.40,-1.50,113.00,0.00
1996,7/11/18,3332,0.00,63.00,52.80,-1.20,120.00,0.00
1997,8/11/18,2698,0.00,53.90,44.50,-1.30,96.00,0.00
1998,9/11/18,2609,0.00,50.40,41.30,-0.70,158.00,0.00
1999,10/11/18,3111,0.00,55.30,44.10,-0.30,158.00,0.00
2000,11/11/18,3012,0.00,57.30,45.90,0.20,228.00,0.00
2001,12/11/18,2932,0.00,55.50,45.20,-0.80,175.00,0.00
2002,13/11/18,3203,0.00,61.30,44.40,-0.20,154.00,0.00
2003,14/11/18,3308,0.00,59.70,44.60,-1.20,112.00,0.00
2004,15/11/18,3248,0.00,61.80,46.10,-0.30,212.00,0.00
2005,16/11/18,3292,0.00,62.50,46.70,-0.40,143.00,0.00
2006,17/11/18,3387,0.00,62.90,48.00,0.00,132.00,0.00
2007,18/11/18,3185,0.00,60.00,44.40,0.00,123.00,0.00
2008,19/11/18,3179,0.00,57.30,45.90,-0.50,208.00,0.00
2009,20/11/18,3254,0.00,61.00,47.20,-0.10,151.00,0.00
2010,21/11/18,3207,0.00,61.70,45.50,0.00,209.00,0.10
2011,22/11/18,3460,0.00,61.30,43.60,0.70,179.00,0.00
2012,23/11/18,3230,0.00,62.10,45.60,0.20,195.00,0.00
2013,24/11/18,3460,0.00,61.60,44.90,0.40,205.00,0.00
2014,25/11/18,3178,0.00,58.40,42.50,0.30,156.00,0.00
2015,26/11/18,3302,0.00,58.30,43.00,-0.80,133.00,0.00
2016,27/11/18,3318,0.00,60.90,45.50,-0.30,253.00,0.00
2017,28/11/18,3302,0.00,62.00,45.80,-0.20,161.00,0.00
2018,29/11/18,3309,0.00,62.50,46.10,-0.40,219.00,0.00
2019,30/11/18,3394,0.00,62.30,46.60,0.30,210.00,0.00
2020,1/12/18,3571,0.00,64.20,45.20,0.40,173.00,0.00
2021,2/12/18,3290,0.00,59.80,43.80,0.50,197.00,0.00
2022,3/12/18,3311,0.00,56.80,41.80,-0.20,120.00,0.00
2023,4/12/18,3350,0.00,61.60,46.10,-0.50,141.00,0.00
2024,5/12/18,3438,0.00,62.80,46.40,-0.30,153.00,0.00
2025,6/12/18,3437,0.00,63.80,46.80,0.10,221.00,0.00
2026,7/12/18,3521,0.00,64.40,46.20,1.60,345.00,0.00
2027,8/12/18,3594,0.00,63.50,47.40,0.40,225.00,0.00
2028,9/12/18,3538,0.00,61.90,46.30,0.50,152.00,0.00
2029,10/12/18,3509,0.00,59.30,43.30,-0.10,137.00,0.00
2030,11/12/18,3457,0.00,62.00,47.00,-0.20,227.00,0.00
2031,12/12/18,3567,0.00,63.80,47.80,-0.30,NA,0.00
2032,13/12/18,3608,0.00,64.00,48.10,-0.20,249.00,0.00
2033,14/12/18,3607,0.00,64.50,48.70,-0.20,223.00,0.00
2034,15/12/18,3707,54.00,65.30,49.20,0.00,216.00,0.10
2035,16/12/18,3637,0.00,61.60,46.70,0.10,205.00,0.00
2036,17/12/18,3696,0.00,60.20,45.00,-0.10,208.00,0.00
2037,18/12/18,3718,0.00,64.80,48.50,-0.20,212.00,0.00
2038,19/12/18,3756,0.00,65.00,49.60,0.10,199.00,0.00
2039,20/12/18,3696,0.00,67.30,50.50,-0.10,309.00,0.00
2040,21/12/18,3805,0.00,67.00,50.30,0.20,200.00,0.00
2041,22/12/18,4031,0.00,69.00,52.20,0.30,219.00,0.00
2042,23/12/18,3755,0.00,65.50,52.10,0.00,212.00,0.00
2043,24/12/18,3901,0.00,63.30,49.20,0.10,226.00,0.00
2044,25/12/18,3963,0.00,67.20,51.00,-0.20,247.00,0.00
2045,26/12/18,3927,0.00,64.80,48.10,0.00,196.00,0.00
2046,27/12/18,3900,0.00,64.60,48.90,-0.20,257.00,0.00
2047,28/12/18,4057,0.00,69.60,51.40,0.80,296.00,0.00
2048,29/12/18,4396,0.00,73.20,53.80,1.00,329.00,0.00
2049,30/12/18,4170,0.00,69.30,50.80,0.20,248.00,0.00
2050,31/12/18,4120,0.00,66.50,50.00,-0.20,125.00,0.00
2051,1/1/19,4292,0.00,69.00,54.10,-0.90,203.00,0.00
2052,2/1/19,4336,0.00,69.60,52.30,-0.40,182.00,0.00
2053,3/1/19,4183,0.00,69.00,51.50,-0.90,235.00,0.00
2054,4/1/19,4241,0.00,68.30,53.40,0.50,269.00,0.00
2055,5/1/19,4413,0.00,73.90,55.80,2.10,386.00,0.00
2056,6/1/19,4093,0.00,68.20,51.80,-0.40,231.00,0.00
2057,7/1/19,3922,0.00,64.90,48.60,-0.40,362.00,0.00
2058,8/1/19,4212,0.00,71.00,54.00,0.60,279.00,0.00
2059,9/1/19,4167,0.00,68.70,53.10,-0.20,229.00,0.00
2060,10/1/19,4234,0.00,71.10,53.20,0.60,274.00,0.00
2061,11/1/19,4194,0.00,71.00,50.00,0.10,188.00,0.00
2062,12/1/19,4336,0.00,71.40,53.20,-0.30,238.00,0.00
2063,13/01/19,4104,0.00,67.70,52.00,-0.80,183.00,0.00
2064,14/01/19,3975,0.00,65.40,49.50,-0.90,225.00,0.00
2065,15/01/19,4222,0.00,68.90,53.70,-0.50,213.00,0.00
2066,16/01/19,4256,0.00,72.20,55.70,0.00,367.00,0.00
2067,17/01/19,4254,0.00,72.30,55.70,0.10,267.00,0.00
2068,18/01/19,4120,0.00,72.20,56.10,-0.50,227.00,0.00
2069,19/01/19,4248,0.00,73.90,55.90,0.50,246.00,0.00
2070,20/01/19,4008,0.00,66.20,51.40,-1.00,246.00,0.00
2071,21/01/19,4064,0.00,64.60,49.30,-1.80,102.00,0.00
2072,22/01/19,3907,0.00,67.90,53.00,-0.90,188.00,0.00
2073,23/01/19,3851,0.00,67.70,52.60,-1.50,202.00,0.00
2074,24/01/19,4147,0.00,70.80,55.10,-0.70,213.00,0.00
2075,25/01/19,3984,0.00,70.40,55.70,-0.30,209.00,0.00
2076,26/01/19,4145,0.00,72.50,52.50,0.70,422.00,0.00
2077,27/01/19,3474,0.00,58.60,43.20,-1.10,159.00,0.00
2078,28/01/19,4013,0.00,63.70,50.50,-1.00,196.00,0.00
2079,29/01/19,4179,0.00,71.80,56.30,-0.70,175.00,0.00
2080,30/01/19,4197,0.00,71.70,56.10,-1.10,126.00,0.00
2081,31/01/19,4295,0.00,72.70,58.20,-0.80,173.00,0.00
2082,1/2/19,4141,0.00,71.60,58.40,-1.90,134.00,0.00
2083,2/2/19,4284,0.00,71.30,57.60,1.30,310.00,0.00
2084,3/2/19,4110,0.00,69.20,58.70,0.00,317.00,0.00
2085,4/2/19,4194,0.00,67.00,57.70,-1.00,229.00,0.00
2086,5/2/19,4197,0.00,69.10,64.30,-0.30,205.00,0.00
2087,6/2/19,4059,0.00,69.40,64.20,0.00,262.00,0.00
2088,7/2/19,4097,0.00,69.10,63.40,0.30,326.00,0.00
2089,8/2/19,4013,0.00,68.70,63.40,-0.20,228.00,0.00
2090,9/2/19,4172,0.00,70.00,64.90,-0.50,244.00,0.00
2091,10/2/19,4008,0.00,65.80,61.50,-1.50,202.00,0.00
2092,11/2/19,3973,0.00,63.10,59.50,-1.20,212.00,0.00
2093,12/2/19,3902,0.00,66.80,61.30,-0.90,202.00,0.00
2094,13/02/19,3945,0.00,67.10,60.20,-0.20,256.00,0.00
2095,14/02/19,3933,0.00,66.50,57.70,-1.20,169.00,0.00
2096,15/02/19,3867,0.00,67.00,54.80,-1.00,204.00,0.00
2097,16/02/19,4049,0.00,68.50,55.20,-0.40,249.00,0.10
2098,17/02/19,3835,0.00,64.90,56.80,-0.80,194.00,0.00
2099,18/02/19,3975,0.00,61.60,53.80,-1.20,217.00,0.00
2100,19/02/19,3798,0.00,64.20,55.60,-1.10,122.00,0.00
2101,20/02/19,3904,0.00,65.00,56.00,-1.20,137.00,0.00
2102,21/02/19,3818,0.00,65.30,57.50,-0.20,237.00,0.00
2103,22/02/19,3819,0.00,65.00,61.10,-1.40,140.00,0.00
2104,23/02/19,3825,0.00,65.60,58.50,-1.10,157.00,0.00
2105,24/02/19,3634,0.00,61.10,55.40,-1.70,119.00,0.00
2106,25/02/19,3681,0.00,59.20,51.20,-1.60,161.00,0.00
2107,26/02/19,3597,0.00,61.40,58.10,-0.70,158.00,0.00
2108,27/02/19,3713,0.00,64.10,55.30,0.00,271.00,0.00
2109,28/02/19,3844,0.00,66.10,58.60,-0.60,237.00,0.00
2110,1/3/19,3824,0.00,64.10,61.20,-1.00,179.00,0.00
2111,2/3/19,3952,0.00,65.40,60.70,-0.50,348.00,0.10
2112,3/3/19,3695,0.00,63.00,58.60,-0.90,192.00,0.00
2113,4/3/19,3743,0.00,60.20,55.20,-1.60,196.00,0.10
2114,5/3/19,3943,0.00,62.00,58.40,-1.60,215.00,0.00
2115,6/3/19,3668,0.00,63.20,58.30,-1.60,129.00,0.00
2116,7/3/19,3792,0.00,63.80,57.80,-0.40,204.00,0.00
2117,8/3/19,3602,0.00,63.30,57.50,-0.80,159.00,0.00
2118,9/3/19,3791,0.00,64.00,58.70,-0.50,188.00,0.00
2119,10/3/19,3440,0.00,59.80,54.60,-1.30,172.00,0.00
2120,11/3/19,3434,0.00,58.10,52.00,-1.00,138.00,0.00
2121,12/3/19,3529,0.00,61.20,55.60,-1.60,202.00,0.00
2122,13/03/19,3394,0.00,61.40,56.00,-1.70,154.00,0.00
2123,14/03/19,3557,0.00,62.20,56.30,-0.80,189.00,0.00
2124,15/03/19,3581,0.00,61.40,55.50,-1.40,475.00,0.00
2125,16/03/19,3745,0.00,64.20,54.00,-0.60,194.00,0.00
2126,17/03/19,3440,0.00,59.40,47.60,-0.20,183.00,0.00
2127,18/03/19,3378,0.00,57.50,45.10,-0.20,171.00,0.00
2128,19/03/19,3387,0.00,61.60,39.80,-1.20,209.00,0.00
2129,20/03/19,3445,0.00,61.70,45.40,-1.20,113.00,0.00
2130,21/03/19,3505,0.00,60.10,44.50,-0.80,217.00,0.00
2131,22/03/19,2278,0.00,46.10,40.80,-0.10,197.00,0.00
2132,23/03/19,3027,0.00,54.40,45.60,-0.90,186.00,0.00
2133,24/03/19,3071,0.00,57.90,45.80,0.00,227.00,0.00
2134,25/03/19,3114,0.00,58.20,46.90,-0.10,236.00,0.00
2135,26/03/19,3273,0.00,61.70,55.70,-0.90,120.00,0.00
2136,27/03/19,3370,0.00,64.30,55.40,-0.50,164.00,0.00
2137,28/03/19,3409,0.00,65.90,54.20,-0.40,159.00,0.00
2138,29/03/19,3456,0.00,67.40,59.70,0.40,317.00,0.00
2139,30/03/19,3706,0.00,71.80,68.30,0.50,184.00,0.10
2140,31/03/19,3602,0.00,73.90,70.60,0.20,183.00,0.00
2141,1/4/19,3238,0.00,69.10,68.60,-1.60,99.00,0.00
2142,2/4/19,3505,0.00,72.00,69.70,-1.30,135.00,0.00
2143,3/4/19,3598,0.00,75.00,64.30,-2.10,237.00,0.00
2144,4/4/19,3741,0.00,77.30,62.90,-1.50,90.00,0.00
2145,5/4/19,4023,0.00,81.30,66.60,-1.10,103.00,0.00
2146,6/4/19,4218,0.00,85.60,70.00,-1.50,143.00,0.00
2147,7/4/19,3876,0.00,83.90,69.30,-1.70,110.00,0.00
2148,8/4/19,3902,0.00,83.60,69.30,-1.30,83.00,0.00
2149,9/4/19,4119,0.00,85.60,70.10,-0.90,87.00,0.00
2150,10/4/19,4229,0.00,86.90,72.00,-0.50,138.00,0.00
2151,11/4/19,4304,0.00,91.00,75.70,-0.60,148.00,0.00
2152,12/4/19,4613,0.00,94.40,79.10,-1.20,83.00,0.20
2153,13/04/19,4507,0.00,94.80,78.80,-2.40,132.00,0.00
2154,14/04/19,4134,0.00,90.00,73.80,-0.80,168.00,0.00
2155,15/04/19,4163,0.00,85.50,71.10,-0.50,137.00,0.00
2156,16/04/19,4738,0.00,97.20,80.10,0.40,154.00,0.10
2157,17/04/19,4472,0.00,89.20,75.20,-1.80,145.00,0.10
2158,18/04/19,3644,0.00,73.70,62.20,-3.10,15.00,0.00
2159,19/04/19,3671,0.00,74.40,63.80,-0.60,104.00,0.00
2160,20/04/19,3638,0.00,75.20,66.00,-1.60,88.00,0.00
2161,21/04/19,3696,0.00,78.70,65.60,-1.50,98.00,0.00
2162,22/04/19,3843,0.00,79.20,64.20,-0.70,81.00,0.00
2163,23/04/19,4525,0.00,91.90,77.20,-0.70,121.00,0.00
2164,24/04/19,4802,0.00,99.30,80.60,-0.70,165.00,0.00
2165,25/04/19,5243,0.00,106.70,89.60,-0.50,114.00,0.00
2166,26/04/19,5468,0.00,111.40,94.10,0.30,216.00,0.00
2167,27/04/19,5270,0.00,109.70,93.20,-1.60,159.00,0.00
2168,28/04/19,4947,0.00,103.20,89.60,-2.70,78.00,0.00
2169,29/04/19,4886,0.00,98.70,85.60,-2.60,58.00,0.00
2170,30/04/19,5334,0.00,109.30,94.30,-1.00,190.00,0.00
2171,1/5/19,5634,0.00,111.90,97.30,-1.20,97.00,0.00
2172,2/5/19,5608,0.00,114.20,97.30,-0.90,143.00,0.00
2173,3/5/19,5715,0.00,112.70,94.10,-0.90,177.00,0.00
2174,4/5/19,5284,0.00,105.00,89.70,-0.60,225.00,0.10
2175,5/5/19,4836,0.00,100.50,85.60,-1.00,217.00,0.00
2176,6/5/19,4903,0.00,96.40,80.70,-0.30,170.00,0.00
2177,7/5/19,5209,0.00,106.70,91.30,-1.20,221.00,0.00
2178,8/5/19,5419,0.00,110.70,94.60,-1.10,187.00,0.00
2179,9/5/19,5598,0.00,114.50,96.70,-0.20,261.00,0.00
2180,10/5/19,5760,0.00,117.00,100.00,-1.00,160.00,
2181,11/5/19,5792,0.00,117.50,100.90,-1.50,152.00,0.10
2182,12/5/19,5439,0.00,110.50,93.80,-0.10,198.00,0.00
2183,13/05/19,5438,0.00,99.60,83.00,-0.60,152.00,0.00
2184,14/05/19,5482,0.00,110.50,93.10,-0.40,180.00,0.10
2185,16/05/19,5172,0.00,102.70,90.80,-1.00,145.00,0.00
2186,17/05/19,4904,0.00,101.80,92.80,-1.20,99.00,0.00
2187,18/05/19,4855,0.00,100.90,89.90,0.00,219.00,0.10
2188,19/05/19,4199,0.00,88.40,80.80,-0.10,242.00,0.00
2189,20/05/19,4493,0.00,89.80,80.60,0.40,183.00,0.00
2190,21/05/19,5165,0.00,102.80,90.60,-0.50,161.00,0.00
2191,22/05/19,5416,0.00,110.80,94.50,-0.80,171.00,0.00
2192,23/05/19,5527,0.00,114.00,97.00,-0.20,266.00,0.10
2193,24/05/19,5642,0.00,114.50,97.00,0.60,285.00,0.00
2194,25/05/19,5052,0.00,105.50,89.40,-0.20,240.00,0.00
2195,26/05/19,5037,0.00,109.20,85.90,0.00,177.00,0.00
2196,27/05/19,5097,0.00,99.90,82.70,0.30,213.00,0.00
2197,28/05/19,5499,0.00,111.80,95.80,0.40,303.00,0.10
2198,29/05/19,5701,0.00,114.90,99.00,-1.00,156.00,0.00
2199,30/05/19,5966,0.00,121.60,102.40,0.50,290.00,0.00
2200,31/05/19,6207,0.00,128.10,106.50,0.70,290.00,0.10
2201,1/6/19,6371,0.00,131.60,110.70,-0.30,255.00,0.00
2202,2/6/19,6386,0.00,132.20,110.20,1.40,284.00,0.10
2203,3/6/19,6507,0.00,132.70,111.80,0.00,249.00,0.00
2204,4/6/19,6526,0.00,135.50,116.20,-1.50,204.00,0.00
2205,5/6/19,6479,0.00,131.80,112.00,-0.50,218.00,0.10
2206,6/6/19,6401,0.00,131.20,110.50,-0.20,213.00,0.00
2207,7/6/19,6591,0.00,134.40,113.30,0.40,286.00,0.00
2208,8/6/19,6400,0.00,129.20,109.00,-1.80,151.00,0.10
2209,9/6/19,6367,0.00,129.00,108.90,-0.50,195.00,0.00
2210,10/6/19,6293,0.00,123.80,105.20,-0.90,225.00,0.40
2211,11/6/19,6602,0.00,136.70,114.80,0.10,303.00,0.20
2212,12/6/19,6711,0.00,139.10,116.80,0.70,300.00,0.10
2213,13/06/19,6795,0.00,135.20,113.70,0.50,290.00,0.20
2214,14/06/19,6731,0.00,136.10,114.70,-0.40,207.00,0.00
2215,15/06/19,6537,0.00,134.70,114.70,-2.10,118.00,0.10
2216,16/06/19,6515,0.00,130.70,109.60,-0.80,194.00,0.00
2217,17/06/19,6389,0.00,117.90,97.00,0.20,283.00,0.00
2218,18/06/19,5920,0.00,114.80,96.60,-1.40,149.00,0.00
2219,19/06/19,4989,0.00,99.30,83.70,-1.80,113.00,0.00
2220,20/06/19,5172,0.00,106.40,86.70,1.00,266.00,0.00
2221,21/06/19,5532,0.00,112.00,92.00,0.10,214.00,0.00
2222,22/06/19,5889,0.00,122.70,101.90,1.20,237.00,0.00
2223,23/06/19,5910,0.00,118.50,98.70,0.20,394.00,0.00
2224,24/06/19,6113,0.00,121.00,100.60,0.60,400.00,0.10
2225,25/06/19,5876,0.00,123.20,101.00,1.10,443.00,0.00
2226,26/06/19,6393,0.00,126.10,104.20,1.50,252.00,0.10
2227,27/06/19,6553,0.00,135.10,114.50,-0.30,245.00,0.00
2228,28/06/19,6469,0.00,135.20,113.70,0.10,228.00,0.10
2229,29/06/19,6567,0.00,133.50,114.50,-0.70,296.00,0.10
2230,30/06/19,6664,0.00,136.70,114.70,0.70,227.00,0.00
2231,1/7/19,6623,0.00,136.00,114.40,-0.10,320.00,0.10
2232,2/7/19,7135,0.00,145.20,122.00,0.90,313.00,0.10
2233,3/7/19,7254,0.00,147.10,123.00,0.50,364.00,0.00
2234,4/7/19,6977,0.00,145.30,123.20,-0.20,272.00,0.20
2235,5/7/19,6877,0.00,139.20,115.20,0.20,330.00,0.10
2236,6/7/19,6118,0.00,126.40,107.00,-0.60,267.00,0.00
2237,7/7/19,5908,0.00,122.30,102.50,0.30,214.00,0.00
2238,8/7/19,6192,0.00,119.60,99.70,-0.50,179.00,0.00
2239,9/7/19,6305,0.00,130.20,109.60,0.50,317.00,0.00
2240,10/7/19,6172,0.00,113.40,103.90,-0.10,193.00,0.00
2241,11/7/19,6570,0.00,127.80,108.40,1.10,208.00,0.00
2242,12/7/19,6826,0.00,135.50,113.40,1.40,275.00,0.10
2243,13/07/19,6744,0.00,137.80,116.20,-0.60,170.00,0.00
2244,14/07/19,6643,0.00,132.50,111.50,0.10,222.00,0.00
2245,15/07/19,6486,0.00,125.50,106.10,-0.10,250.00,5.30
2246,16/07/19,5965,0.00,118.50,100.10,-1.90,121.00,0.00
2247,17/07/19,5001,0.00,108.00,89.80,-1.10,134.00,0.00
2248,18/07/19,4826,0.00,91.60,85.80,-0.70,138.00,0.00
2249,19/07/19,4656,0.00,100.60,85.10,-1.30,151.00,0.00
2250,20/07/19,5699,0.00,108.60,92.10,0.30,177.00,0.10
2251,21/07/19,5508,0.00,111.10,95.00,-0.30,170.00,0.00
2252,22/07/19,5184,0.00,105.60,89.10,0.00,174.00,0.00
2253,23/07/19,5767,0.00,116.60,100.00,-0.50,196.00,0.00
2254,24/07/19,6444,0.00,129.00,110.40,1.50,356.00,0.00
2255,25/07/19,6535,0.00,130.40,113.10,-0.90,143.00,0.00
2256,26/07/19,5632,0.00,115.20,97.70,-1.90,68.00,0.20
2257,27/07/19,5100,0.00,109.30,92.20,-0.20,197.00,0.00
2258,28/07/19,4666,0.00,100.70,84.60,-0.10,132.00,0.00
2259,29/07/19,5048,0.00,98.90,83.10,-0.70,132.00,0.00
2260,30/07/19,5548,0.00,111.80,95.70,-0.30,165.00,0.00
2261,31/07/19,5644,0.00,115.60,99.60,-0.10,168.00,0.00
2262,1/8/19,5748,0.00,117.90,100.90,0.20,159.00,0.10
2263,2/8/19,5918,0.00,121.90,104.40,0.40,152.00,0.00
2264,3/8/19,5790,0.00,121.70,104.30,-0.10,180.00,0.00
2265,4/8/19,5444,0.00,112.20,94.20,0.90,322.00,0.00
2266,5/8/19,5526,0.00,108.00,91.80,1.00,187.00,0.00
2267,6/8/19,5992,0.00,121.60,100.40,2.70,361.00,0.10
2268,7/8/19,5696,0.00,111.80,91.90,0.30,228.00,0.00
2269,8/8/19,5490,0.00,110.40,95.80,-1.00,134.00,0.00
2270,9/8/19,6090,0.00,121.30,100.80,1.70,650.00,0.10
2271,10/8/19,5873,0.00,119.70,99.90,-0.50,674.00,0.00
2272,11/8/19,5408,0.00,112.40,95.80,0.70,282.00,0.00
2273,12/8/19,5749,0.00,111.80,97.30,1.20,260.00,0.00
2274,13/08/19,5673,0.00,115.50,99.30,0.80,215.00,0.00
2275,14/08/19,5587,0.00,117.80,101.70,-0.20,159.00,0.00
2276,15/08/19,5425,0.00,113.90,97.30,-0.50,127.00,0.00
2277,16/08/19,5331,0.00,98.70,82.80,-0.90,123.00,0.20
2278,17/08/19,5073,0.00,107.70,91.50,-0.90,143.00,0.00
2279,18/08/19,4917,0.00,99.20,83.80,-1.20,161.00,0.00
2280,19/08/19,4408,0.00,89.10,73.50,-0.80,147.00,0.10
2281,20/08/19,5175,0.00,103.80,87.00,-0.30,91.00,0.00
2282,21/08/19,5353,0.00,110.90,95.20,-0.40,130.00,0.00
2283,22/08/19,5786,0.00,117.80,100.80,-0.90,147.00,0.10
2284,23/08/19,5509,0.00,115.70,100.40,-2.00,121.00,0.00
2285,24/08/19,5783,0.00,117.00,101.50,-1.30,113.00,0.00
2286,25/08/19,5616,0.00,110.10,93.40,-0.60,147.00,0.00
2287,26/08/19,4836,0.00,102.10,87.00,-1.90,275.00,0.00
2288,27/08/19,5612,0.00,111.70,95.60,-1.30,64.00,0.00
2289,28/08/19,6058,0.00,121.60,101.00,0.80,280.00,0.00
2290,29/08/19,6254,0.00,128.00,106.40,0.10,194.00,0.00
2291,30/08/19,6363,0.00,132.70,109.80,0.10,256.00,0.10
2292,31/08/19,6391,0.00,132.60,109.10,0.00,210.00,0.00
2293,1/9/19,6226,0.00,129.70,104.40,1.10,394.00,0.10
