Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/18,6068.00,0.00,122.20,96.40,-1.80,187.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/13,4461.00,0.00,96.80,69.80,-3.40,"88
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/22,5862.00,0.00,121.50,111.30,-2.30,83.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/14,3122.00,0.00,62.50,38.30,1.20,"190
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/15,4540.00,0.00,96.30,82.70,-2.90,"71
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/22,3354.00,0.00,62.40,54.30,-0.70,160.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/22,3795.00,0.00,78.70,77.70,-0.90,137.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/15,3026.00,0.00,59.30,49.10,1.50,"289
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/15,3481.00,0.00,61.10,43.90,-0.20,"235
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/18,3369.00,0.00,70.40,57.60,-2.50,2079.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/20,3558.00,0.00,67.70,52.70,-1.90,0.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/17,4100.00,0.00,83.70,70.10,-0.60,"188
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/13,3918.00,0.00,83.50,55.30,-4.00,125.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/18,3457.00,0.00,62.00,47.00,-0.20,227.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/18,3438.00,0.00,62.80,46.40,-0.30,153.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/13,4521.00,0.00,94.40,67.70,-3.70,"52
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/14,5434.00,12.00,113.20,82.60,-3.40,"228
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/16,5500.00,0.00,111.50,90.90,-1.40,"175
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/21,3818.00,0.00,76.10,59.90,-0.70,180.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/17,4132.00,0.00,82.90,70.80,-2.00,"128
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/20,3382.00,0.00,68.50,58.20,-2.00,4.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/18,3806.00,0.00,78.60,59.80,-1.40,107.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/15,3699.00,0.00,60.00,45.70,-0.30,"249
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/17,3605.00,0.00,63.90,49.50,0.40,203.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/22,3673.00,0.00,63.90,55.20,-0.50,363.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/15,4252.00,45.00,90.90,76.40,0.20,"165
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/14,3086.00,0.00,61.80,46.10,0.40,"237
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/21,4735.00,0.00,76.70,64.70,-0.90,270.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/22,6253.00,0.00,127.60,115.80,-1.10,162.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/13,4691.00,0.00,97.70,75.70,-2.20,"129
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/19,6826.00,0.00,135.50,113.40,1.40,275.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/14,3811.00,0.00,64.90,45.10,-1.00,"214
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/14,3435.00,0.00,63.40,44.10,0.90,"301
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/17,5235.00,0.00,108.20,84.60,-2.00,121.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/16,3255.00,0.00,59.80,51.10,0.50,"221
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/21,4683.00,0.00,101.90,77.70,0.00,154.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/20,5644.00,0.00,116.70,103.60,-0.60,158.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/17,3601.00,0.00,72.90,60.80,0.50,"213
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/20,3561.00,0.00,59.40,44.00,-0.50,208.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/18,5742.00,0.00,112.60,96.80,-1.30,132.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/19,3464.00,0.00,67.60,52.80,-1.00,96.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/15,4964.00,0.00,102.50,82.50,-2.70,"55
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/22,5525.00,0.00,111.30,93.00,-3.30,251.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/16,5397.00,0.00,98.30,83.90,-4.10,"21
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/21,4081.00,0.00,81.80,71.00,-1.30,137.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/19,3581.00,0.00,61.40,55.50,-1.40,475.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/19,5509.00,0.00,115.70,100.40,-2.00,121.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/18,3254.00,0.00,61.00,47.20,-0.10,151.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/17,5696.00,0.00,116.40,92.30,-0.70,151.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/20,5351.00,0.00,101.90,88.50,-1.80,187.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/14,4351.00,0.00,86.80,68.30,-1.10,"230
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/23,3550.00,0.00,70.60,69.70,-1.50,106.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/13,3312.00,10.00,66.80,48.70,-2.80,"92
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/16,3217.00,0.00,61.20,49.20,2.10,"265
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/21,4420.00,0.00,70.40,56.40,-1.20,212.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/15,3870.00,0.00,69.40,46.50,0.00,"381
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/20,3503.00,0.00,65.80,48.40,-0.40,191.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/18,5537.00,0.00,110.40,84.30,-1.80,117.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/15,2997.00,42.00,51.10,39.80,1.70,"385
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/15,4046.00,0.00,82.70,69.90,-1.30,"100
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/14,4606.00,137.00,99.00,74.50,1.20,"293
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/22,3364.00,0.00,61.10,55.30,-1.90,46.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/22,4116.00,0.00,69.60,57.80,-0.70,200.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/20,5149.00,0.00,85.50,73.10,0.30,285.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/14,3279.00,0.00,58.90,39.70,0.70,"422
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/23,3335.00,0.00,65.40,64.10,-0.40,163.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/19,4486.00,0.00,74.20,58.50,-1.30,174.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/13,3658.00,0.00,78.40,56.00,-3.30,29.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/16,4271.00,0.00,88.40,70.00,-1.00,119.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/21,4400.00,0.00,81.60,70.30,-0.60,132.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/17,5369.00,0.00,103.10,84.50,0.10,171.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/15,5112.00,0.00,98.50,77.50,-1.30,293.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/20,2193.00,0.00,46.10,37.30,-2.50,104.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/20,5421.00,0.00,106.90,90.40,-3.50,23.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/17,4961.00,0.00,100.80,80.30,-1.00,173.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/21,3860.00,0.00,79.50,65.20,-2.00,83.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/14,4283.00,0.00,90.20,76.40,-5.80,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/16,4589.00,0.00,89.60,75.10,0.40,151.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/18,3901.00,0.00,63.30,49.20,0.10,226.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/21,4634.00,0.00,76.00,63.10,1.20,595.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/23,4078.00,0.00,70.00,62.10,-1.70,119.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/22,6388.00,0.00,131.40,119.30,-0.60,249.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15,4987.00,0.00,107.90,86.80,-1.70,125.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/14,3840.00,0.00,80.60,52.00,-2.50,177.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/14,3043.00,0.00,55.90,37.10,-0.10,134.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/22,4004.00,0.00,84.90,65.80,3.80,404.00 ,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/15,3133.00,0.00,58.80,43.20,-1.80,118.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/19,4199.00,0.00,88.40,80.80,-0.10,242.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/20,4083.00,0.00,69.80,55.60,-1.30,211.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/22,3814.00,0.00,67.40,59.20,-0.60,164.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/17,3388.00,0.00,61.00,49.70,-0.20,233.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/21,3235.00,0.00,61.30,52.20,-1.50,85.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/14,3826.00,0.00,68.10,46.60,-2.40,119.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/13,3982.00,0.00,83.70,59.60,-5.90,173.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/21,6316.00,0.00,123.70,110.10,-1.20,182.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/07/16,5792.00,0.00,117.40,96.10,0.40,265.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/22,4494.00,0.00,94.50,82.50,-0.90,128.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/15,4187.00,0.00,86.10,64.50,-0.20,142.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/18,3558.00,0.00,68.90,52.40,0.30,220.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/19,3369.00,0.00,63.60,50.30,-0.70,154.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/18,5687.00,0.00,117.30,95.40,-0.80,158.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/23,4174.00,0.00,87.70,81.00,-2.20,64.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/14,4810.00,6.00,99.50,77.00,-1.30,208.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/20,4037.00,0.00,81.10,71.40,-2.30,230.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/17,4494.00,0.00,90.40,76.30,-0.70,192.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/18,3694.00,0.00,71.00,49.70,-0.30,132.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/19,5918.00,0.00,121.90,104.40,0.40,152.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/13,5045.00,0.00,104.20,81.70,-3.10,156.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/21,4009.00,0.00,85.20,71.50,-2.10,55.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20,4040.00,0.00,86.70,69.00,-0.30,162.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/17,3476.00,0.00,64.10,48.10,-1.90,167.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/16,4692.00,0.00,99.10,78.90,-0.40,189.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/15,3650.00,23.00,65.60,48.80,0.70,264.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/15,4009.00,0.00,67.60,44.40,-0.80,368.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/21,3625.00,0.00,62.80,58.90,-1.20,178.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/16,2388.00,0.00,47.90,43.20,0.30,141.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/18,6503.00,0.00,135.50,106.60,-1.70,144.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/23,3619.00,0.00,65.30,57.90,-2.20,54.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/16,3237.00,0.00,57.80,42.90,0.60,"257
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/14,3416.00,9.00,61.40,41.30,-2.30,"429
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/20,4566.00,0.00,71.70,55.80,-0.10,288.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/15,3522.00,0.00,69.10,48.70,-1.00,"185
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/14,4465.00,38.00,87.80,71.40,-1.70,"118
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/19,4738.00,0.00,97.20,80.10,0.40,154.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/22,5821.00,0.00,118.70,108.20,-1.40,108.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/20,2947.00,0.00,58.40,48.40,-2.10,0.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/17,5514.00,0.00,104.40,89.60,-1.50,265.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/15,5685.00,0.00,116.80,92.70,1.40,"321
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/21,4418.00,0.00,80.50,65.70,-2.60,99.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/16,3933.00,0.00,82.20,71.40,-0.70,"87
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/19,3583.00,0.00,62.60,52.00,-0.70,148.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/19,3607.00,0.00,62.90,53.00,-1.00,191.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/16,3737.00,13.00,79.00,68.20,-1.00,"68
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/21,4010.00,0.00,77.70,62.90,-2.30,82.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/19,3505.00,0.00,72.00,69.70,-1.30,135.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/14,4539.00,0.00,96.00,70.50,-0.50,"231
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/15,3646.00,90.00,70.20,57.70,-1.60,"98
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/22,3525.00,0.00,63.10,56.40,-1.10,196.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/14,3387.00,0.00,60.30,41.20,-2.10,334.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/14,3194.00,0.00,61.50,39.70,-1.60,"199
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/23,3623.00,0.00,70.60,70.50,-1.10,171.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/18,6193.00,0.00,122.00,97.40,-1.10,151.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/13,3053.00,0.00,66.50,50.70,-1.30,"118
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/19,6469.00,0.00,135.20,113.70,0.10,228.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/09/17,4690.00,0.00,92.00,82.50,0.00,315.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/16,3454.00,113.00,67.60,62.10,1.40,"278
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/20,5145.00,0.00,102.30,91.50,-0.70,181.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/15,4069.00,0.00,70.40,49.50,0.10,"303
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/17,3593.00,0.00,69.00,59.20,1.50,377.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/16,5375.00,0.00,105.90,86.60,-0.30,"310
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/21,5496.00,0.00,111.90,101.10,-0.90,143.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/20,4113.00,0.00,85.30,74.10,-0.70,220.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/13,5567.00,0.00,106.10,78.20,-1.70,"568
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/19,3445.00,0.00,61.70,45.40,-1.20,113.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/18,3248.00,0.00,61.80,46.10,-0.30,212.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/19,5331.00,0.00,98.70,82.80,-0.90,123.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/07/17,5622.00,0.00,101.00,84.20,0.30,237.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/20,5860.00,0.00,116.70,95.80,-1.00,199.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/14,4936.00,0.00,104.30,83.20,1.20,"389
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/13,4648.00,0.00,97.00,72.90,-3.00,"140
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/18,3498.00,1.00,63.40,49.90,-0.20,171.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/19,5829.00,0.00,121.00,98.30,-0.60,203.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/17,5005.00,0.00,99.30,81.10,-1.10,232.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15,4813.00,0.00,97.10,75.60,0.00,"245
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/22,4936.00,0.00,98.50,83.20,-1.70,229.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/20,5457.00,0.00,101.80,88.60,-0.60,183.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/18,6913.00,0.00,137.40,109.80,-1.80,257.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/19,5100.00,0.00,109.30,92.20,-0.20,197.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/16,3036.00,0.00,56.70,41.20,0.30,"210
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/17,5401.00,0.00,106.20,88.40,-0.70,154.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/09/20,5497.00,0.00,106.00,104.30,-1.20,364.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/21,3441.00,0.00,68.50,55.40,0.90,246.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/17,3350.00,0.00,60.80,49.20,-0.10,"191
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/16,4867.00,0.00,100.90,80.70,0.30,"230
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/22,3650.00,0.00,65.40,57.80,-0.10,212.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/21,5132.00,0.00,105.30,98.50,-1.30,157.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/22,4898.00,0.00,79.80,67.00,0.30,262.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/20,4052.00,0.00,68.50,52.40,-0.80,238.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/18,3821.00,0.00,79.50,63.30,-1.90,198.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/17,3861.00,0.00,66.60,52.70,0.20,302.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/15,3140.00,0.00,59.20,44.80,0.10,"217
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/22,3466.00,0.00,68.80,62.10,-1.50,116.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/15,– , ,110016.00, ,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/14,4260.00,0.00,89.60,62.10,0.70,"158
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/22,5814.00,0.00,122.90,112.30,-1.50,139.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/21,4736.00,0.00,77.20,65.90,-1.50,283.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/18,4170.00,0.00,69.30,50.80,0.20,248.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/13,4892.00,0.00,101.30,75.90,-4.20,"133
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/14,4344.00,0.00,92.40,74.80,-4.20,"253
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/21,3203.00,0.00,66.40,52.80,-3.60,29.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/16,5258.00,0.00,104.90,86.80,-0.10,"236
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/22,7130.00,0.00,123.50,109.90,-1.80,183.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/15,4422.00,0.00,94.10,82.40,-0.70,138.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
