Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/21,4382.00,0.00,95.40,72.70,-1.50,137.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/21,3439.00,0.00,65.40,50.00,-2.00,103.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/19,3975.00,0.00,61.60,53.80,-1.20,217.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/19,3251.00,0.00,64.80,49.50,-1.40,95.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/14,3368.00,0.00,69.10,53.70,-0.70,"122
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/16,6156.00,0.00,129.50,104.70,-0.50,"217
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/23,4518.00,0.00,93.90,93.80,-2.50,115.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/15,5212.00,0.00,108.40,86.70,0.00,"245
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/22,5739.00,0.00,116.60,92.00,-2.40,128.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/13,4361.00,0.00,89.80,66.00,-3.60,"244
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/18,3521.00,0.00,64.40,46.20,1.60,345.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/17,3941.00,0.00,84.70,72.10,-1.30,"108
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/20,3454.00,0.00,64.80,54.90,-2.20,19.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/14,5146.00,249.00,112.60,88.40,-5.30,"185
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/18,3833.00,0.00,80.10,63.30,-2.80,14.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/14,3485.00,0.00,68.70,44.50,0.80,"313
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/21,4854.00,0.00,77.10,65.60,-1.00,272.00 ,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/15,3738.00,0.00,63.80,46.80,-1.70,"168
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/17,3901.00,0.00,66.60,48.70,0.60,304.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/22,3428.00,0.00,60.40,51.00,-0.80,338.00 ,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/13,3155.00,0.00,55.50,39.50,-0.70,"298
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/14,3462.00,13.00,59.90,42.50,-1.20,"313
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/23,3802.00,0.00,70.70,69.90,-0.80,159.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/14,4150.00,161.00,91.40,65.30,3.60,"442
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/15,4439.00,0.00,91.20,77.70,-0.70,"208
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/22,3756.00,0.00,74.80,64.50,2.70,381.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/20,4283.00,0.00,71.60,54.60,1.20,325.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/20,4690.00,0.00,79.20,69.00,-0.40,338.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/19,4700.00,0.00,76.90,56.40,1.70,500.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/15,4688.00,0.00,93.20,76.60,-2.10,"164
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/22,5651.00,0.00,109.10,102.50,-5.70,262.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/16,4204.00,0.00,87.30,69.70,-2.60,"79
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/21,3564.00,0.00,69.20,58.90,-0.90,87.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/18,3460.00,0.00,61.30,43.60,0.70,179.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/08/19,5353.00,0.00,110.90,95.20,-0.40,130.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/19,3440.00,0.00,59.40,47.60,-0.20,183.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/13,4837.00,0.00,100.00,69.80,1.70,"507
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/14,4369.00,0.00,91.90,69.70,-2.60,173.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/23,3632.00,0.00,74.10,73.00,-1.30,103.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/17,6020.00,2.00,121.90,95.80,1.10,236.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/15,4232.00,21.00,86.00,63.70,0.20,"160
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/22,6133.00,0.00,118.40,107.50,-1.30,179.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/20,6065.00,0.00,107.30,87.50,-1.60,310.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/13,3552.00,0.00,70.10,49.90,-2.70,"153
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/18,5597.00,3.00,108.60,99.00,-0.90,166.00 ,"0.5
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/08/16,5176.00,0.00,102.90,84.10,-0.90,"794
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/17,3325.00,0.00,62.60,47.60,-0.40,"184
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/15,3903.00,0.00,69.60,46.30,0.40,"286
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/20,2241.00,0.00,41.80,32.20,-2.10,19.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/16,3114.00,0.00,57.20,46.80,0.90,"263
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/21,3970.00,0.00,63.00,47.30,-1.80,221.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/20,2282.00,0.00,46.10,33.90,-2.80,354.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/15,3640.00,0.00,62.50,48.00,0.60,"265
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/17,3309.00,0.00,61.20,50.00,-0.50,"174
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/21,3396.00,0.00,60.60,50.50,-1.70,131.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/20,5152.00,0.00,106.00,81.90,-1.30,"236
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/23,5040.00,0.00,85.60,75.10,1.10,288.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/17,5583.00,0.00,115.50,90.30,0.40,185.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/16,3583.00,0.00,73.00,54.80,-1.00,"122
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/19,6537.00,0.00,134.70,114.70,-2.10,118.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/13,3404.00,0.00,64.60,46.70,-1.50,"268
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/13,4709.00,0.00,97.80,76.70,-3.10,"269
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/21,6437.00,0.00,127.50,116.70,-1.20,302.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/16,5759.00,0.00,117.00,97.90,-0.80,"197
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/22,5935.00,0.00,115.10,102.90,-2.70,147.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/15,4055.00,2.00,85.70,61.60,-1.70,"68
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/18,3302.00,0.00,62.00,45.80,-0.20,161.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/18,4507.00,0.00,94.10,76.40,-1.00,105.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/19,3925.00,0.00,82.20,66.90,-1.30,123.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/20,2302.00,0.00,42.90,32.90,-1.40,32.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,7411.00,0.00,149.30,135.90,-1.00,200.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/15,5303.00,5.00,109.20,89.80,0.30,"156
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/14,5032.00,3.00,103.80,72.10,1.00,"365
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/13,3314.00,226.00,69.90,42.80,-0.50,254.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/20,3668.00,0.00,60.30,46.50,0.60,262.00 ,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/20,4282.00,0.00,74.70,63.40,-0.20,324.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/15,3116.00,9.00,56.70,38.60,0.70,"238
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/14,4845.00,0.00,101.40,73.50,1.20,"232
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/18,4881.00,0.00,97.20,83.50,-1.90,97.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/13,3050.00,11.00,56.50,38.10,-0.50,"265
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/23,3748.00,0.00,68.10,57.20,91.00,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/21,4564.00,0.00,74.60,62.70,-0.90,271.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/14,3000.00,0.00,57.10,40.80,1.00,"232
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/22,4001.00,0.00,79.40,78.00,-0.50,192.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/17,3660.00,0.00,61.30,48.80,0.70,"260
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/15,3054.00,0.00,56.70,43.00,-0.40,"150
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/14,4442.00,0.00,85.80,64.50,-1.60,"418
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/19,5966.00,0.00,121.60,102.40,0.50,290.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/22,6797.00,0.00,138.30,128.10,-1.00,284.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/15,5580.00,8.00,108.90,86.00,0.00,"281
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/21,3491.00,0.00,69.50,54.10,-1.70,99.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/16,6119.00,0.00,126.20,104.90,0.40,"345
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/14,5298.00,0.00,110.90,83.40,-2.90,"271
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/18,3970.00,0.00,65.50,49.10,-1.70,226.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/23,3944.00,0.00,74.70,73.90,-1.80,129.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/14,3107.00,100.00,62.30,47.70,-1.20,"286
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/07/20,4453.00,0.00,88.20,78.00,-0.60,161.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/17,5480.00,0.00,108.90,93.10,0.70,207.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/19,4613.00,0.00,98.50,81.80,-0.90,116.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/18,3676.00,0.00,73.20,56.60,-0.50,149.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/19,3902.00,0.00,66.80,61.30,-0.90,202.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/19,3393.00,0.00,64.90,49.50,-0.40,277.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/22,4918.00,0.00,80.70,69.00,-0.20,284.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/21,3644.00,0.00,72.50,62.80,-1.50,84.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/21,3434.00,0.00,61.80,46.60,-1.90,93.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/16,3556.00,20.00,62.10,48.10,0.20,"244
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/16,2962.00,0.00,54.80,39.80,0.80,"198
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/14,3139.00,0.00,59.30,41.00,-0.10,"243
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/13,3048.00,0.00,56.90,39.60,0.20,"483
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/18,5900.00,0.00,118.70,95.50,-2.00,174.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/14,3042.00,0.00,58.60,40.20,0.10,"243
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/16,3398.00,0.00,59.00,45.10,0.00,"261
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/21,3502.00,0.00,69.10,56.40,-1.00,110.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/16,5244.00,0.00,108.10,83.70,-0.30,"173
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/17,3472.00,0.00,73.20,59.80,0.10,107.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/20,3373.00,0.00,58.70,40.00,1.20,216.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/21,6082.00,0.00,116.30,104.00,-2.20,133.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/22,4489.00,0.00,71.60,61.80,-3.00,390.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/19,4059.00,0.00,69.40,64.20,0.00,262.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/13,4318.00,0.00,85.90,72.10,-6.10,"95
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/18,3688.00,0.00,73.40,62.10,0.50,174.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/19,3909.00,0.00,84.70,71.00,-2.10,46.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/20,5938.00,0.00,111.90,100.40,-2.30,141.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/14,3608.00,0.00,73.20,59.70,0.50,"188
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/23,5867.00,0.00,118.60,107.90,-1.90,163.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/18,3756.00,0.00,65.00,49.60,0.10,199.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/18,3954.00,0.00,63.70,51.80,-1.00,218.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/15,3864.00,0.00,78.20,62.80,-3.00,"124
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/22,7202.00,0.00,150.30,134.60,0.40,350.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/19,5642.00,0.00,114.50,97.00,0.60,285.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/15,3245.00,0.00,61.20,49.60,-0.30,"328
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/14,5280.00,21.00,109.50,81.30,-0.20,"204
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/17,3477.00,0.00,61.60,49.30,-1.10,143.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/17,3317.00,0.00,65.30,51.40,-1.20,"383
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/21,4290.00,0.00,67.50,59.30,-3.40,314.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/13,3244.00,0.00,58.70,44.70,1.30,"395
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/18,– ,110016.00, ,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/15,3116.00,0.00,55.70,37.10,1.70,"446
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/22,3939.00,0.00,65.10,54.70,-2.00,127.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/20,3439.00,0.00,61.10,43.10,0.80,216.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/16,3582.00,0.00,60.60,47.00,1.00,"281
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/14,3132.00,0.00,58.40,38.30,-0.60,"108
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/15,4552.00,0.00,97.30,86.40,-0.30,"200
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/22,4718.00,0.00,98.70,87.90,-2.80,34.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/19,3851.00,0.00,67.70,52.60,-1.50,202.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/13,3125.00,0.00,62.00,37.70,-2.70,206.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/17,5607.00,0.00,113.80,95.10,0.70,278.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/20,2997.00,0.00,62.80,52.20,-1.60,137.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/18,4669.00,0.00,98.10,77.00,-0.80,109.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/19,4087.00,0.00,84.90,69.00,-1.20,60.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/19,3791.00,0.00,64.00,58.70,-0.50,188.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/18,3369.00,0.00,61.20,48.70,-0.60,145.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/16,5666.00,0.00,118.10,98.10,-3.30,"115
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/14,4061.00,7.00,82.00,63.60,1.20,"208
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/23,5324.00,0.00,109.10,100.10,-1.70,90.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/21,6559.00,0.00,131.80,118.00,-0.90,163.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/13,3665.00,0.00,81.50,60.10,-4.00,"162
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/19,6371.00,0.00,131.60,110.70,-0.30,255.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/16,5040.00,0.00,99.20,73.00,1.70,"289
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/16,3122.00,0.00,59.60,49.50,-0.20,"181
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/23,5385.00,0.00,88.10,77.80,-1.70,339.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/21,3855.00,0.00,64.70,51.20,-0.40,218.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/21,3424.00,0.00,65.30,54.70,-1.60,103.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/20,5128.00,0.00,105.70,96.00,-0.10,253.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/15,3765.00,6.00,67.80,50.40,0.80,"286
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/21,4819.00,0.00,96.40,88.50,-1.80,105.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/20,3114.00,0.00,59.50,42.60,-0.80,175.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/20,3816.00,0.00,64.00,48.20,-0.80,176.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/22,4573.00,0.00,72.40,60.20,-0.50,250.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/17,3413.00,0.00,60.90,50.40,1.00,"267
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/17,4087.00,0.00,79.70,59.40,-0.50,131.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/14,3875.00,22.00,69.70,48.60,-0.40,"380
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/13,3120.00,0.00,57.60,43.50,-0.50,"380
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/18,6346.00,0.00,129.80,100.20,-1.40,173.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/20,5740.00,0.00,116.10,101.70,-0.40,226.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/22,5584.00,0.00,112.60,97.90,-1.10,250.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/15,5005.00,0.00,101.90,78.80,1.30,"312
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/17,5456.00,0.00,113.20,95.30,-1.70,125.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/18,– ,110016.00, ,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/18,4369.00,0.00,88.30,64.90,-1.20,75.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/19,6348.00,0.00,126.90,103.40,0.00,179.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/19,3713.00,0.00,64.10,55.30,0.00,271.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/21,4283.00,0.00,88.70,74.00,-1.50,68.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/16,5339.00,8.00,108.90,91.30,-0.30,"340
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/18,3857.00,0.00,65.00,47.80,-1.00,187.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/21,3608.00,0.00,62.20,51.40,-1.80,308.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/23,4001.00,0.00,66.90,60.50,-2.10,133.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/14,3297.00,0.00,58.80,42.30,-0.80,"262
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/22,4043.00,0.00,81.60,72.90,0.20,290.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/14,5301.00,61.00,110.70,80.10,0.60,"431
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/15,3215.00,13.00,58.90,44.30,0.40,"231
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/17,3716.00,0.00,65.50,52.70,-0.50,235.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/19,4836.00,0.00,100.50,85.60,-1.00,217.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/22,6298.00,0.00,128.50,117.70,-1.20,161.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
