,Unnamed: 0,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
2602,2602,2020-07-14,5414,0.0,97.8,89.9,-2.2,240.0,0.0
2603,2603,2020-07-17,5736,0.0,117.8,102.7,-0.8,339.0,0.0
2604,2604,2020-07-18,5611,0.0,113.7,99.1,-1.8,111.0,0.0
2605,2605,2020-07-19,5457,0.0,101.8,88.6,-0.6,183.0,0.1
2606,2606,2020-07-20,5030,0.0,99.7,85.1,-1.1,287.0,0.0
2607,2607,2020-07-21,5030,0.0,99.7,85.1,-1.1,287.0,0.0
2608,2608,2020-07-22,3866,0.0,84.8,75.8,0.0,352.0,0.0
2609,2609,2020-07-23,3866,0.0,84.8,75.8,0.0,352.0,0.0
2610,2610,2020-07-24,4453,0.0,88.2,78.0,-0.6,161.0,0.0
2611,2611,2020-07-25,4832,0.0,96.3,84.6,-1.6,186.0,0.0
2612,2612,2020-07-26,5278,0.0,99.2,86.6,-0.9,119.0,0.0
2613,2613,2020-07-27,5278,0.0,99.2,86.6,-0.9,119.0,0.0
2614,2614,2020-07-28,5410,0.0,112.7,98.5,-0.6,162.0,0.0
2615,2615,2020-07-29,6101,0.0,117.5,102.2,-0.9,142.0,0.0
2616,2616,2020-07-30,5938,0.0,111.9,100.4,-2.3,141.0,0.0
2617,2617,2020-07-31,5128,0.0,105.7,96.0,-0.1,253.0,0.0
2618,2618,2020-01-08,5128,0.0,105.7,96.0,-0.1,253.0,0.0
2619,2619,2020-02-08,5449,0.0,101.6,87.2,-2.0,56.0,0.0
2620,2620,2020-03-08,5415,0.0,105.1,91.2,-2.0,250.0,0.0
2621,2621,2020-04-08,5415,0.0,105.1,91.2,-2.0,250.0,0.0
2622,2622,2020-05-08,5708,0.0,113.2,98.9,-2.1,119.0,0.1
2623,2623,2020-06-08,5596,0.0,115.7,99.1,0.0,262.0,0.1
2624,2624,2020-07-08,5582,0.0,113.3,99.0,-2.3,217.0,0.0
2625,2625,2020-08-08,5582,0.0,113.3,99.0,-2.3,217.0,0.0
2626,2626,2020-09-08,5722,0.0,113.7,99.2,-2.0,85.0,0.0
2627,2627,2020-10-08,5610,0.0,107.3,95.8,-2.2,314.0,0.0
2628,2628,2020-11-08,5459,0.0,113.1,99.8,-1.9,244.0,0.0
2629,2629,2020-12-08,5323,0.0,111.0,95.6,-0.9,179.0,0.0
2630,2630,2020-08-13,5009,0.0,99.0,93.6,-0.6,346.0,0.0
2631,2631,2020-08-14,5009,0.0,99.0,93.6,-0.6,346.0,0.0
2632,2632,2020-08-15,5152,0.0,106.0,81.9,-1.3,236.0,0.020362053162236483
2633,2633,2020-08-17,5177,0.0,99.2,87.1,-1.2,122.0,0.0
2634,2634,2020-08-18,4538,0.0,90.6,67.3,-1.8,202.0,0.020362053162236483
2635,2635,2020-08-19,5025,0.0,108.0,97.6,-3.0,82.0,0.0
2636,2636,2020-08-20,4829,0.0,95.5,85.2,-2.5,120.0,0.0
2637,2637,2020-08-21,4105,0.0,87.9,78.5,-2.6,73.0,0.0
2638,2638,2020-08-22,4365,0.0,90.0,79.2,-2.1,82.0,0.0
2639,2639,2020-08-23,4438,0.0,91.6,79.7,-0.5,116.0,0.0
2640,2640,2020-08-24,4424,0.0,91.4,79.2,-0.9,126.0,0.0
2641,2641,2020-08-25,4474,0.0,96.1,84.0,-0.7,129.0,0.0
2642,2642,2020-08-26,4630,0.0,97.2,85.4,-1.2,87.0,0.0
2643,2643,2020-08-27,4866,0.0,100.5,87.7,-1.1,106.0,0.0
2644,2644,2020-08-28,5145,0.0,102.3,91.5,-0.7,181.0,0.0
2645,2645,2020-08-29,5091,0.0,103.2,90.3,-0.9,200.0,0.1
2646,2646,2020-08-30,4920,0.0,96.7,85.1,-1.7,135.0,0.0
2647,2647,2020-08-31,4796,0.0,90.6,79.9,-1.9,115.0,0.0
2648,2648,2020-01-09,4430,0.0,93.3,82.4,-1.6,122.0,0.1
2649,2649,2020-02-09,4785,0.0,97.5,85.3,-0.9,42.0,0.0
2650,2650,2020-03-09,5140,0.0,102.1,89.4,0.3,193.0,0.0
2651,2651,2020-04-09,5294,0.0,110.7,97.0,0.3,248.0,0.0
2652,2652,2020-05-09,5151,0.0,104.4,92.2,-1.1,195.0,0.0
2653,2653,2020-06-09,4932,0.0,96.3,83.3,0.0,114.0,0.0
2654,2654,2020-07-09,4932,0.0,96.3,83.3,0.0,114.0,0.0
2655,2655,2020-08-09,4877,0.0,104.2,93.6,-1.6,63.0,0.0
2656,2656,2020-09-09,5424,0.0,113.1,99.1,0.8,279.0,0.0
2657,2657,2020-10-09,5424,0.0,113.1,99.1,0.8,279.0,0.0
2658,2658,2020-11-09,5578,0.0,114.3,101.2,0.6,175.0,0.0
2659,2659,2020-12-09,5644,0.0,116.7,103.6,-0.6,158.0,0.0
2660,2660,2020-09-13,5513,0.0,112.3,100.7,-0.8,174.0,0.0
2661,2661,2020-09-14,5762,0.0,120.5,106.8,0.4,179.0,0.0
2662,2662,2020-09-16,5922,0.0,120.5,105.9,-0.4,184.0,0.0
2663,2663,2020-09-17,6030,0.0,123.9,107.4,0.4,244.0,0.0
2664,2664,2020-09-18,6040,0.0,124.6,109.0,0.0,216.0,0.0
2665,2665,2020-09-19,6218,0.0,126.5,111.8,0.2,380.0,0.0
2666,2666,2020-09-20,6073,0.0,123.5,107.1,0.4,220.0,0.0
2667,2667,2020-09-21,5940,0.0,116.5,100.6,0.0,223.0,0.0
2668,2668,2020-09-22,6044,0.0,125.2,108.5,0.7,205.0,0.0
2669,2669,2020-09-23,5895,0.0,122.2,107.3,-0.2,197.0,0.0
2670,2670,2020-09-24,5763,0.0,119.3,108.3,-0.4,217.0,0.1
2671,2671,2020-09-25,5763,0.0,119.3,108.3,-0.4,217.0,0.1
2672,2672,2020-09-26,5607,0.0,116.6,116.0,0.1,199.0,0.0
2673,2673,2020-09-27,5497,0.0,106.0,104.3,-1.2,364.0,0.0
2674,2674,2020-09-28,4832,0.0,96.6,89.6,-0.5,149.0,0.0
2675,2675,2020-09-29,4920,0.0,104.2,95.8,-0.2,234.0,0.0
2676,2676,2020-09-30,4861,0.0,105.4,94.5,-0.6,240.0,0.0
2677,2677,2020-01-10,4745,0.0,102.4,91.5,-1.1,101.0,0.0
2678,2678,2020-02-10,4765,0.0,100.6,90.2,-0.7,91.0,0.0
2679,2679,2020-03-10,4563,0.0,87.1,75.1,-0.1,161.0,0.0
2680,2680,2020-04-10,4324,0.0,91.9,81.1,-1.1,120.0,0.0
2681,2681,2020-05-10,4113,0.0,85.3,74.1,-0.7,220.0,0.0
2682,2682,2020-06-10,4251,0.0,90.3,78.7,-1.2,94.0,0.0
2683,2683,2020-07-10,4147,0.0,89.1,78.2,-1.2,118.0,0.0
2684,2684,2020-08-10,4237,0.0,90.8,78.4,-0.5,91.0,0.0
2685,2685,2020-09-10,4259,0.0,90.1,78.6,-0.8,138.0,0.0
2686,2686,2020-10-10,4204,0.0,89.4,74.4,-1.8,115.0,0.0
2687,2687,2020-11-10,4040,0.0,86.7,69.0,-0.3,162.0,0.0
2688,2688,2020-12-10,3764,0.0,81.6,65.2,-0.5,147.0,0.0
2689,2689,2020-10-13,4149,0.0,86.7,70.4,-0.5,154.0,0.0
2690,2690,2020-10-14,4231,0.0,91.2,71.6,0.8,298.0,0.0
2691,2691,2020-10-15,4394,0.0,93.1,74.9,-0.1,158.0,0.0
2692,2692,2020-10-16,4186,0.0,88.9,72.5,-1.4,97.0,0.0
2693,2693,2020-10-17,4004,0.0,84.1,67.4,-1.5,122.0,0.0
2694,2694,2020-10-18,3412,0.0,69.7,55.1,-3.4,83.0,0.0
2695,2695,2020-10-19,3412,0.0,69.7,55.1,-3.4,83.0,0.0
2696,2696,2020-10-20,3780,0.0,75.8,59.4,-1.6,69.0,0.0
2697,2697,2020-10-21,3726,0.0,74.6,59.0,-0.9,129.0,0.0
2698,2698,2020-10-22,3793,0.0,76.0,58.6,0.3,169.0,0.0
2699,2699,2020-10-23,3791,0.0,75.9,58.3,0.1,186.0,0.0
2700,2700,2020-10-24,3462,0.0,70.8,52.7,0.5,144.0,0.0
2701,2701,2020-10-25,3462,0.0,70.8,52.7,0.5,144.0,0.0
2702,2702,2020-10-26,3001,0.0,62.6,45.5,0.5,124.0,0.0
2703,2703,2020-10-27,3570,0.0,70.1,51.9,0.3,189.0,0.0
2704,2704,2020-10-29,3474,0.0,66.7,49.8,-0.5,193.0,0.0
2705,2705,2020-10-30,3503,0.0,65.8,48.4,-0.4,191.0,0.0
2706,2706,2020-10-31,3503,0.0,65.8,48.4,-0.4,191.0,0.0
2707,2707,2020-01-11,3229,0.0,63.2,46.2,-0.8,162.0,0.0
2708,2708,2020-02-11,3114,0.0,59.5,42.6,-0.8,175.0,0.0
2709,2709,2020-03-11,3364,0.0,63.4,46.6,-1.0,206.0,0.0
2710,2710,2020-04-11,3422,0.0,64.7,47.2,0.1,219.0,0.0
2711,2711,2020-05-11,3605,0.0,64.7,47.2,-0.1,207.0,0.0
2712,2712,2020-06-11,3431,0.0,62.8,46.4,0.0,217.0,0.0
2713,2713,2020-07-11,3546,0.0,65.0,47.9,-0.2,202.0,0.0
2714,2714,2020-08-11,3263,0.0,61.6,44.1,0.3,170.0,0.0
2715,2715,2020-09-11,3315,0.0,59.8,43.1,0.5,283.0,0.0
2716,2716,2020-10-11,3461,0.0,63.2,46.3,-0.2,175.0,0.0
2717,2717,2020-11-11,3472,0.0,63.0,46.6,0.1,218.0,0.0
2718,2718,2020-12-11,3487,0.0,64.4,47.3,-0.2,221.0,0.0
2719,2719,2020-11-13,3395,0.0,62.8,47.0,-1.0,177.0,0.0
2720,2720,2020-11-15,2865,0.0,54.4,38.0,-1.0,133.0,0.0
2721,2721,2020-11-16,3116,0.0,54.0,39.0,-1.9,142.0,0.0
2722,2722,2020-11-17,3115,0.0,58.2,42.4,-1.1,138.0,0.0
2723,2723,2020-11-18,3115,0.0,58.2,42.4,-1.1,138.0,0.0
2724,2724,2020-11-19,3371,0.0,59.7,43.2,0.2,167.0,0.0
2725,2725,2020-11-20,3350,0.0,61.4,43.3,1.0,208.0,0.0
2726,2726,2020-11-21,3566,0.0,61.8,43.7,1.0,222.0,0.0
2727,2727,2020-11-22,3302,0.0,59.0,41.2,1.4,228.0,0.0
2728,2728,2020-11-23,3373,0.0,58.7,40.0,1.2,216.0,0.0
2729,2729,2020-11-24,3535,0.0,62.0,43.9,0.5,181.0,0.0
2730,2730,2020-11-25,3541,0.0,62.6,44.8,0.6,272.0,0.0
2731,2731,2020-11-26,3657,0.0,64.3,45.3,1.3,271.0,0.0
2732,2732,2020-11-27,3470,0.0,61.8,44.2,0.4,262.0,0.0
2733,2733,2020-11-28,3701,0.0,63.4,46.0,0.2,208.0,0.0
2734,2734,2020-11-29,3378,0.0,59.8,42.3,0.7,241.0,0.0
2735,2735,2020-11-30,3368,0.0,60.0,42.8,0.0,317.0,0.0
2736,2736,2020-01-12,3368,0.0,60.0,42.8,0.0,317.0,0.0
2737,2737,2020-02-12,3486,0.0,61.2,45.8,0.7,214.0,0.0
2738,2738,2020-03-12,3633,0.0,63.3,45.5,0.4,241.0,0.0
2739,2739,2020-04-12,3679,0.0,63.7,46.6,0.3,245.0,0.0
2740,2740,2020-05-12,3679,0.0,63.7,46.6,0.3,245.0,0.0
2741,2741,2020-06-12,3439,0.0,61.1,43.1,0.8,216.0,0.01
2742,2742,2020-07-12,3445,0.0,58.6,40.9,0.9,203.0,0.0
2743,2743,2020-08-12,3570,0.0,61.9,50.0,1.2,249.0,0.0
2744,2744,2020-09-12,3516,4.0,62.1,45.2,-0.2,195.0,0.02
2745,2745,2020-10-12,3604,0.0,62.6,45.9,0.0,334.0,0.0
2746,2746,2020-11-12,3492,0.0,62.6,45.2,0.5,206.0,0.0
2747,2747,2020-12-12,3668,0.0,60.3,46.5,0.6,262.0,0.02
2748,2748,2020-12-13,3297,0.0,58.4,44.7,0.3,247.0,0.0
2749,2749,2020-12-14,3533,0.0,59.0,44.7,0.9,256.0,0.0
2750,2750,2020-12-17,4135,0.0,69.6,53.0,1.2,289.0,0.0
2751,2751,2020-12-18,4283,0.0,71.6,54.6,1.2,325.0,0.0
2752,2752,2020-12-19,4584,0.0,75.0,55.5,1.2,351.0,0.0
2753,2753,2020-12-20,4106,0.0,68.1,51.2,-1.3,190.0,0.0
2754,2754,2020-12-21,4023,0.0,64.2,49.2,-2.1,239.0,0.0
2755,2755,2020-12-22,4179,0.0,68.9,51.6,-0.8,266.0,0.0
2756,2756,2020-12-23,4222,0.0,70.1,52.1,-0.1,274.0,0.0
2757,2757,2020-12-24,4324,0.0,71.1,53.3,0.7,293.0,0.0
2758,2758,2020-12-25,4222,0.0,69.7,50.8,0.1,305.0,0.0
2759,2759,2020-12-26,4376,0.0,70.6,52.9,0.4,258.0,0.0
2760,2760,2020-12-27,4042,0.0,67.4,49.6,0.7,254.0,0.0
2761,2761,2020-12-28,4041,0.0,65.1,48.2,0.0,271.0,0.0
2762,2762,2020-12-29,4229,0.0,69.2,52.7,0.1,246.0,0.0
2763,2763,2020-12-30,4376,0.0,70.6,54.5,-1.2,354.0,0.0
2764,2764,2020-12-31,4608,0.0,76.0,59.2,1.1,339.0,0.01
2765,2765,2021-01-01,4634,0.0,76.0,63.1,1.2,595.0,0.0
2766,2766,2021-02-01,4918,1.0,77.0,65.7,-0.5,295.0,0.01
2767,2767,2021-03-01,4233,0.0,70.5,58.9,-0.9,232.0,0.0
2768,2768,2021-04-01,4413,0.0,73.2,61.1,0.4,271.0,0.0
2769,2769,2021-05-01,4186,0.0,70.5,60.5,-1.0,344.0,0.0
2770,2770,2021-06-01,4305,0.0,71.6,60.9,-0.8,235.0,0.01
2771,2771,2021-07-01,4207,0.0,70.6,59.9,-1.3,208.0,0.0
2772,2772,2021-08-01,4503,0.0,73.8,63.3,-0.2,219.0,0.0
2773,2773,2021-09-01,4124,0.0,68.3,57.1,-0.8,262.0,0.04
2774,2774,2021-10-01,4184,0.0,67.9,57.2,-1.3,195.0,0.0
2775,2775,2021-11-01,4541,0.0,74.6,62.8,0.1,236.0,0.0
2776,2776,2021-12-01,4628,0.0,76.0,66.5,-0.2,201.0,0.0
2777,2777,2021-01-13,4756,0.0,76.6,66.7,-0.9,288.0,0.0
2778,2778,2021-01-14,4723,0.0,77.5,66.6,-0.8,231.0,0.0
2779,2779,2021-01-15,4736,0.0,77.2,65.9,-1.5,283.0,0.0
2780,2780,2021-01-16,4456,0.0,72.5,62.4,-0.7,299.0,0.0
2781,2781,2021-01-17,4604,0.0,74.0,61.4,1.2,303.0,0.0
2782,2782,2021-01-18,4727,0.0,76.2,65.6,-1.6,264.0,0.02
2783,2783,2021-01-19,4633,0.0,75.6,64.9,-1.5,211.0,0.0
2784,2784,2021-01-20,4735,0.0,76.7,64.7,-0.9,270.0,0.0
2785,2785,2021-01-21,4618,0.0,73.3,62.9,-1.2,265.0,0.0
2786,2786,2021-01-22,4854,0.0,77.1,65.6,-1.0,272.0,0.03
2787,2787,2021-01-23,4410,0.0,72.4,59.8,-0.5,348.0,0.0
2788,2788,2021-01-24,4490,0.0,72.9,59.6,0.8,337.0,0.0
2789,2789,2021-01-25,4785,0.0,75.1,63.7,-1.1,238.0,0.0
2790,2790,2021-01-26,3801,0.0,62.6,50.8,-0.8,181.0,0.0
2791,2791,2021-01-27,4579,0.0,72.3,61.3,-1.4,266.0,0.0
2792,2792,2021-01-28,4564,0.0,74.6,62.7,-0.9,271.0,0.0
2793,2793,2021-01-29,4673,0.0,74.2,66.9,-1.0,310.0,0.0
2794,2794,2021-01-30,4344,0.0,71.6,59.7,0.0,254.0,0.0
2795,2795,2021-01-31,4350,0.0,68.3,56.0,-0.2,232.0,0.0
2796,2796,2021-01-02,4385,0.0,69.7,59.1,-1.0,237.0,0.0
2797,2797,2021-02-02,4297,0.0,69.3,58.0,-1.2,182.0,0.01
2798,2798,2021-03-02,4244,0.0,68.4,57.8,-1.3,201.0,0.0
2799,2799,2021-04-02,4061,0.0,68.6,56.6,-0.3,214.0,0.0
2800,2800,2021-05-02,4420,0.0,70.4,56.4,-1.2,212.0,0.0
2801,2801,2021-06-02,4014,0.0,64.1,49.9,-2.3,187.0,0.0
2802,2802,2021-07-02,3970,0.0,63.0,47.3,-1.8,221.0,0.0
2803,2803,2021-08-02,4094,0.0,66.0,50.5,-1.9,188.0,0.0
2804,2804,2021-09-02,4089,0.0,65.7,52.1,-1.5,218.0,0.01
2805,2805,2021-10-02,3981,0.0,65.5,50.2,-1.7,193.0,0.0
2806,2806,2021-11-02,3851,0.0,65.0,49.2,-1.6,147.0,0.03
2807,2807,2021-12-02,4043,0.0,66.4,50.6,-1.2,52.0,0.01
2808,2808,2021-02-13,3804,0.0,61.4,55.1,-1.0,270.0,0.0
2809,2809,2021-02-14,3696,0.0,59.0,44.3,-2.0,116.0,0.0
2810,2810,2021-02-15,3718,0.0,61.6,46.9,-2.2,139.0,0.0
2811,2811,2021-02-16,3751,0.0,62.7,47.5,-1.6,190.0,0.0
2812,2812,2021-02-17,3691,0.0,62.1,49.0,-1.2,203.0,0.0
2813,2813,2021-02-18,3691,0.0,62.1,49.0,-1.2,203.0,0.0
2814,2814,2021-02-19,3855,0.0,64.7,51.2,-0.4,218.0,0.0
2815,2815,2021-02-20,3549,0.0,59.5,53.2,-0.1,223.0,0.0
2816,2816,2021-02-21,3513,0.0,58.4,53.3,-0.5,199.0,0.0
2817,2817,2021-02-22,3620,0.0,60.8,57.5,-1.3,133.0,0.0
2818,2818,2021-02-23,3539,0.0,62.1,58.1,-1.2,244.0,0.0
2819,2819,2021-02-24,3625,0.0,62.8,58.9,-1.2,178.0,0.0
2820,2820,2021-02-25,3536,0.0,62.3,55.0,-0.6,368.0,0.0
2821,2821,2021-02-26,3638,0.0,65.4,55.3,-1.4,122.0,0.0
2822,2822,2021-02-27,3638,0.0,65.4,55.3,-1.4,122.0,0.0
2823,2823,2021-02-28,3257,0.0,59.2,45.0,-1.8,96.0,0.0
2824,2824,2021-01-03,3404,0.0,62.1,46.3,-2.0,89.0,0.0
2825,2825,2021-02-03,3434,0.0,61.8,46.6,-1.9,93.0,0.0
2826,2826,2021-03-03,3494,0.0,62.8,46.7,-1.6,113.0,0.01
2827,2827,2021-04-03,3434,0.0,62.6,47.6,-1.7,85.0,0.0
2828,2828,2021-05-03,3607,0.0,65.4,49.2,-0.8,194.0,0.01
2829,2829,2021-06-03,3241,0.0,61.1,46.9,-2.5,192.0,0.0
2830,2830,2021-07-03,3209,0.0,59.9,45.2,-2.3,127.0,0.0
2831,2831,2021-08-03,3439,0.0,65.4,50.0,-2.0,103.0,0.0
2832,2832,2021-09-03,3528,0.0,68.1,51.9,-0.9,155.0,0.0
2833,2833,2021-10-03,3584,0.0,67.9,52.5,-1.0,151.0,0.0
2834,2834,2021-11-03,3534,0.0,69.2,53.0,-1.2,182.0,0.0
2835,2835,2021-12-03,3623,0.0,69.0,53.4,-1.7,68.0,0.0
2836,2836,2021-03-13,3287,0.0,63.9,48.8,-1.4,103.0,0.0
2837,2837,2021-03-14,3259,0.0,63.0,50.4,-1.2,99.0,0.01
2838,2838,2021-03-15,3498,0.0,68.5,55.9,-1.2,110.0,0.02
2839,2839,2021-03-16,3502,0.0,69.1,56.4,-1.0,110.0,0.01
2840,2840,2021-03-17,3570,0.0,70.4,54.5,-1.5,114.0,0.0
2841,2841,2021-03-18,3532,0.0,70.0,54.2,-1.5,117.0,0.0
2842,2842,2021-03-19,3705,0.0,73.5,56.0,-1.0,123.0,0.01
2843,2843,2021-03-20,3423,0.0,69.9,54.1,-1.5,96.0,0.0
2844,2844,2021-03-21,3295,0.0,67.0,52.0,-1.4,82.0,0.01
2845,2845,2021-03-22,3596,0.0,72.8,56.3,-0.7,201.0,0.0
2846,2846,2021-03-23,3591,0.0,71.2,55.7,-1.4,76.0,0.0
2847,2847,2021-03-24,3583,0.0,70.2,54.5,-0.6,197.0,0.12
2848,2848,2021-03-25,3496,0.0,70.0,53.7,-0.9,120.0,0.0
2849,2849,2021-03-26,3603,0.0,69.2,53.5,-0.9,112.0,0.0
2850,2850,2021-03-27,3332,0.0,68.2,51.5,-0.6,115.0,0.0
2851,2851,2021-03-28,3159,0.0,65.0,48.9,-0.6,134.0,0.0
2852,2852,2021-03-29,2728,0.0,56.3,42.0,-1.3,226.0,0.01
2853,2853,2021-03-30,3374,0.0,70.2,54.9,-1.3,234.0,0.0
2854,2854,2021-03-31,3570,0.0,73.6,58.3,-1.2,82.0,0.0
2855,2855,2021-01-04,3483,0.0,72.2,56.7,-1.6,93.0,0.0
2856,2856,2021-02-04,3503,0.0,71.0,55.7,-1.9,134.0,0.0
2857,2857,2021-03-04,3289,0.0,68.3,53.4,-1.5,38.0,0.0
2858,2858,2021-04-04,3215,0.0,68.0,52.4,-1.6,95.0,0.0
2859,2859,2021-05-04,3736,0.0,76.8,61.0,-1.2,160.0,0.0
2860,2860,2021-06-04,3861,0.0,80.7,65.3,-1.0,140.0,0.0
2861,2861,2021-07-04,3945,0.0,81.7,67.0,-2.3,23.0,0.0
2862,2862,2021-08-04,3805,0.0,79.9,65.4,-2.5,56.0,0.0
2863,2863,2021-09-04,3860,0.0,79.5,65.2,-2.0,83.0,0.01
2864,2864,2021-10-04,3553,0.0,76.9,61.8,-1.8,77.0,0.0
2865,2865,2021-11-04,3456,0.0,75.5,60.9,-1.8,20.0,0.0
2866,2866,2021-12-04,4012,0.0,83.6,67.9,-1.8,119.0,0.0
2867,2867,2021-04-13,4064,0.0,85.8,70.6,-1.6,71.0,0.0
2868,2868,2021-04-14,4013,0.0,85.9,70.6,-1.7,75.0,0.0
2869,2869,2021-04-15,4283,0.0,88.7,74.0,-1.5,68.0,0.0
2870,2870,2021-04-16,4282,0.0,86.0,71.6,-2.0,75.0,0.15
2871,2871,2021-04-17,3203,0.0,66.4,52.8,-3.6,29.0,0.01
2872,2872,2021-04-18,3315,0.0,67.6,52.1,-1.6,18.0,0.0
2873,2873,2021-04-19,3788,0.0,79.9,64.7,-1.9,50.0,0.0
2874,2874,2021-04-20,3491,0.0,69.5,54.1,-1.7,99.0,0.0
2875,2875,2021-04-21,2980,0.0,64.2,48.4,-1.4,37.0,0.0
2876,2876,2021-04-22,2986,0.0,64.5,50.0,-1.8,45.0,0.0
2877,2877,2021-04-23,2909,0.0,64.0,48.7,-2.1,13.0,0.0
2878,2878,2021-04-24,2746,0.0,59.7,43.6,-1.6,0.0,0.0
2879,2879,2021-04-25,2937,0.0,61.1,44.9,-1.1,15.0,0.0
2880,2880,2021-04-26,3228,0.0,66.3,50.5,-1.2,44.0,0.0
2881,2881,2021-04-27,3587,0.0,70.8,55.6,-1.5,32.0,0.03
2882,2882,2021-04-28,3818,0.0,76.1,59.9,-0.7,180.0,0.0
2883,2883,2021-04-29,3940,0.0,79.1,62.8,-1.1,89.0,0.01
2884,2884,2021-04-30,3936,0.0,80.1,65.0,-1.2,46.0,0.0
2885,2885,2021-01-05,3991,0.0,79.7,63.4,-0.5,158.0,0.0
2886,2886,2021-02-05,4023,0.0,80.0,62.7,-1.3,119.0,0.0
2887,2887,2021-03-05,4162,0.0,81.9,64.7,-0.1,124.0,0.0
2888,2888,2021-04-05,4237,0.0,83.9,67.4,0.0,179.0,0.0
2889,2889,2021-05-05,4444,0.0,84.6,68.4,-0.8,89.0,0.0
2890,2890,2021-06-05,4418,0.0,80.5,65.7,-2.6,99.0,0.01
2891,2891,2021-07-05,3715,0.0,72.8,57.4,-2.0,35.0,0.0
2892,2892,2021-08-05,3822,0.0,74.3,60.4,-2.5,20.0,0.0
2893,2893,2021-09-05,3860,0.0,75.6,60.8,-2.5,0.0,0.0
2894,2894,2021-10-05,3826,0.0,74.6,59.8,-2.1,16.0,0.0
2895,2895,2021-11-05,3970,0.0,77.9,63.3,-2.7,42.0,0.0
2896,2896,2021-12-05,4010,0.0,77.7,62.9,-2.3,82.0,0.0
2897,2897,2021-05-13,3854,0.0,71.6,57.9,-2.6,23.0,0.0
2898,2898,2021-05-14,3775,0.0,73.0,57.4,-1.7,81.0,0.0
2899,2899,2021-05-15,3756,0.0,72.8,56.7,-1.2,95.0,0.0
2900,2900,2021-05-16,4045,0.0,73.6,57.8,-1.2,77.0,0.01
2901,2901,2021-05-17,4144,0.0,79.3,63.4,-0.8,197.0,0.0
2902,2902,2021-05-18,4161,0.0,74.1,58.9,-1.1,118.0,0.0
2903,2903,2021-05-19,3266,0.0,60.6,46.5,-0.5,209.0,0.03
2904,2904,2021-05-20,2693,0.0,55.2,47.8,-1.0,84.0,0.0
2905,2905,2021-05-21,2757,0.0,58.9,49.9,-1.2,38.0,0.0
2906,2906,2021-05-22,2913,0.0,58.4,48.7,-0.7,92.0,0.0
2907,2907,2021-05-23,2849,0.0,60.4,50.2,-1.2,90.0,0.0
2908,2908,2021-05-24,3202,0.0,62.9,54.1,-1.0,51.0,0.0
2909,2909,2021-05-25,3564,0.0,69.2,58.9,-0.9,87.0,0.0
2910,2910,2021-05-26,4004,0.0,70.4,63.1,-3.8,209.0,0.0
2911,2911,2021-05-27,4400,0.0,81.6,70.3,-0.6,132.0,0.0
2912,2912,2021-05-28,4824,0.0,88.7,78.0,-1.2,140.0,0.0
2913,2913,2021-05-29,4743,0.0,86.1,76.6,-2.1,332.0,0.0
2914,2914,2021-05-30,4500,0.0,83.7,73.1,-1.8,79.0,0.01
2915,2915,2021-05-31,4882,0.0,90.0,78.1,-0.6,134.0,0.0
2916,2916,2021-01-06,4596,0.0,75.3,68.4,-4.0,145.0,0.15
2917,2917,2021-02-06,4081,0.0,81.8,71.0,-1.3,137.0,0.0
2918,2918,2021-03-06,4686,0.0,88.3,75.6,-0.2,300.0,0.0
2919,2919,2021-04-06,4614,0.0,91.3,77.9,-1.6,417.0,0.0
2920,2920,2021-05-06,4010,0.0,82.1,69.0,-1.8,239.0,0.0
2921,2921,2021-06-06,4949,0.0,85.7,71.7,-0.5,151.0,0.0
2922,2922,2021-07-06,5519,0.0,104.2,88.6,0.2,171.0,0.03
2923,2923,2021-08-06,5858,0.0,113.7,99.2,-0.8,233.0,0.0
2924,2924,2021-09-06,6270,0.0,122.8,108.2,0.2,267.0,0.08
2925,2925,2021-10-06,6412,0.0,128.6,114.0,-0.9,277.0,0.0
2926,2926,2021-11-06,5819,0.0,114.2,99.7,-0.7,286.0,0.0
2927,2927,2021-12-06,5721,0.0,110.2,94.4,0.7,274.0,0.03
2928,2928,2021-06-13,5057,0.0,97.3,83.6,-1.2,224.0,0.0
2929,2929,2021-06-14,5677,0.0,110.2,96.6,-0.9,237.0,0.0
2930,2930,2021-06-15,5771,0.0,113.2,99.1,-1.1,213.0,0.01
2931,2931,2021-06-16,5237,0.0,107.7,94.3,-1.4,204.0,0.0
2932,2932,2021-06-17,5265,0.0,108.5,95.9,-2.0,161.0,0.0
2933,2933,2021-06-18,5316,0.0,109.0,96.4,-1.7,186.0,0.0
2934,2934,2021-06-19,5066,0.0,102.8,90.5,-1.5,121.0,0.0
2935,2935,2021-06-20,4922,0.0,97.3,84.3,-1.1,171.0,0.0
2936,2936,2021-06-21,5676,0.0,110.9,96.8,-0.9,192.0,0.0
2937,2937,2021-06-22,5947,0.0,117.3,104.7,-1.6,238.0,0.0
2938,2938,2021-06-23,6316,0.0,123.7,110.1,-1.2,182.0,0.0
2939,2939,2021-06-24,6488,0.0,125.6,112.6,-2.1,190.0,0.0
2940,2940,2021-06-25,6013,0.0,117.3,105.6,-2.0,193.0,0.0
2941,2941,2021-06-26,5679,0.0,112.2,99.2,-1.0,228.0,0.0
