,Unnamed: 0,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
316,316,2014-02-22,3562,0.0,59.5,42.0,-0.7,394.0,0.020362053162236483
317,317,2014-02-23,3351,0.0,59.9,42.5,-1.0,260.0,0.020362053162236483
318,318,2014-02-24,3370,0.0,56.6,41.1,-2.9,218.0,0.020362053162236483
319,319,2014-02-25,3462,13.0,59.9,42.5,-1.2,313.0,0.020362053162236483
320,320,2014-02-26,3237,51.0,58.8,42.4,-1.1,386.0,0.020362053162236483
321,321,2014-02-27,3279,0.0,58.9,39.7,0.7,422.0,0.020362053162236483
322,322,2014-02-28,3362,1.0,55.8,41.2,-2.0,186.0,0.020362053162236483
323,323,2014-01-03,3290,36.0,58.9,39.0,0.3,495.0,0.020362053162236483
324,324,2014-02-03,3265,51.0,58.0,35.3,2.8,400.0,0.020362053162236483
325,325,2014-03-03,3034,63.0,54.6,35.6,0.1,404.0,0.020362053162236483
326,326,2014-04-03,3367,17.0,57.9,38.8,0.1,427.0,0.020362053162236483
327,327,2014-05-03,3348,0.0,58.5,40.4,-0.8,273.0,0.020362053162236483
328,328,2014-06-03,3286,0.0,58.6,40.8,-1.0,274.0,0.020362053162236483
329,329,2014-07-03,3197,10.0,58.1,40.0,-0.5,263.0,0.020362053162236483
330,330,2014-08-03,3295,52.0,59.2,39.8,0.2,341.0,0.020362053162236483
331,331,2014-09-03,3043,0.0,55.9,37.1,-0.1,134.0,0.020362053162236483
332,332,2014-10-03,3005,0.0,52.9,36.1,-1.9,131.0,0.020362053162236483
333,333,2014-11-03,3028,38.0,56.7,39.2,-1.6,253.0,0.020362053162236483
334,334,2014-12-03,3210,0.0,57.3,40.4,0.0,266.0,0.020362053162236483
335,335,2014-03-13,3175,14.0,57.6,42.1,0.9,314.0,0.020362053162236483
336,336,2014-03-14,3158,0.0,58.0,41.6,1.5,423.0,0.020362053162236483
337,337,2014-03-15,3297,0.0,58.8,42.3,-0.8,262.0,0.020362053162236483
338,338,2014-03-16,2992,0.0,55.8,39.9,-1.1,121.0,0.020362053162236483
339,339,2014-03-17,2850,69.0,51.0,37.7,-1.4,117.0,0.020362053162236483
340,340,2014-03-18,2265,0.0,43.8,32.3,-1.3,210.0,0.020362053162236483
341,341,2014-03-19,2724,0.0,52.3,39.9,-1.7,0.0,0.020362053162236483
342,342,2014-03-20,3000,0.0,57.1,40.8,1.0,232.0,0.020362053162236483
343,343,2014-03-21,2995,190.0,57.7,42.6,-0.2,258.0,0.020362053162236483
344,344,2014-03-22,3097,17.0,59.6,45.3,-1.3,147.0,0.020362053162236483
345,345,2014-03-23,3031,0.0,58.4,43.4,-0.7,190.0,0.020362053162236483
346,346,2014-03-24,2778,0.0,55.5,42.4,-3.1,104.0,0.020362053162236483
347,347,2014-03-25,3077,2.0,58.1,44.1,-1.6,230.0,0.020362053162236483
348,348,2014-03-26,3068,12.0,60.1,45.1,-1.0,174.0,0.020362053162236483
349,349,2014-03-27,3138,23.0,61.5,46.0,-0.1,201.0,0.020362053162236483
350,350,2014-03-28,3086,0.0,61.8,46.1,0.4,237.0,0.020362053162236483
351,351,2014-03-29,3165,47.0,61.4,46.5,-1.4,375.0,0.020362053162236483
352,352,2014-03-30,3078,42.0,60.3,45.6,-1.2,163.0,0.020362053162236483
353,353,2014-03-31,2825,0.0,59.0,43.6,-2.7,22.0,0.020362053162236483
354,354,2014-01-04,3069,0.0,60.8,48.1,-3.3,134.0,0.020362053162236483
355,355,2014-02-04,3107,100.0,62.3,47.7,-1.2,286.0,0.020362053162236483
356,356,2014-03-04,3177,0.0,62.9,48.0,-1.0,301.0,0.020362053162236483
357,357,2014-04-04,3224,18.0,64.2,49.8,-1.7,177.0,0.020362053162236483
358,358,2014-05-04,3307,0.0,65.2,51.0,-1.9,239.0,0.020362053162236483
359,359,2014-06-04,3168,46.0,63.3,49.0,-1.5,203.0,0.020362053162236483
360,360,2014-07-04,3155,0.0,63.4,48.4,-0.8,159.0,0.020362053162236483
361,361,2014-08-04,3368,0.0,69.1,53.7,-0.7,122.0,0.020362053162236483
362,362,2014-09-04,3184,0.0,65.1,52.5,-1.4,118.0,0.020362053162236483
363,363,2014-10-04,3275,26.0,66.8,55.6,-1.6,141.0,0.020362053162236483
364,364,2014-11-04,2724,0.0,56.4,47.6,-4.0,48.0,0.020362053162236483
365,365,2014-12-04,3375,110.0,67.4,55.3,-0.6,173.0,0.020362053162236483
366,366,2014-04-13,3363,0.0,67.5,55.8,-1.1,244.0,0.020362053162236483
367,367,2014-04-14,3065,0.0,64.1,53.7,-2.5,9.0,0.020362053162236483
368,368,2014-04-15,3369,0.0,67.9,55.4,-0.3,254.0,0.020362053162236483
369,369,2014-04-16,3608,0.0,73.2,59.7,0.5,188.0,0.020362053162236483
370,370,2014-04-17,3532,1.0,72.7,58.8,-0.9,153.0,0.020362053162236483
371,371,2014-04-18,3504,0.0,72.7,57.9,-0.3,212.0,0.020362053162236483
372,372,2014-04-19,3299,3.0,64.5,55.2,-3.1,170.0,0.020362053162236483
373,373,2014-04-20,3245,0.0,65.7,52.9,-2.2,156.0,0.020362053162236483
374,374,2014-04-21,3149,0.0,63.8,50.6,-1.8,124.0,0.020362053162236483
375,375,2014-04-22,3484,0.0,70.7,55.7,-0.8,169.0,0.020362053162236483
376,376,2014-04-23,3535,0.0,73.7,55.0,0.3,206.0,0.020362053162236483
377,377,2014-04-24,3545,0.0,75.6,57.1,2.7,298.0,0.020362053162236483
378,378,2014-04-25,3723,31.0,78.9,61.9,1.2,233.0,0.020362053162236483
379,379,2014-04-26,3851,0.0,80.9,63.5,0.2,186.0,0.020362053162236483
380,380,2014-04-27,3727,0.0,78.8,63.3,-1.7,93.0,0.020362053162236483
381,381,2014-04-28,3602,0.0,76.3,62.6,-3.3,79.0,0.020362053162236483
382,382,2014-04-29,4037,0.0,84.4,68.4,-0.1,208.0,0.020362053162236483
383,383,2014-04-30,4115,0.0,87.3,69.2,1.0,210.0,0.020362053162236483
384,384,2014-01-05,4377,0.0,90.7,72.9,-1.4,214.0,0.020362053162236483
385,385,2014-02-05,4370,0.0,93.0,73.4,-0.9,54.0,0.020362053162236483
386,386,2014-03-05,4593,0.0,96.2,75.1,-0.5,325.0,0.020362053162236483
387,387,2014-04-05,4274,0.0,91.9,72.1,-2.1,132.0,0.020362053162236483
388,388,2014-05-05,4351,0.0,86.8,68.3,-1.1,230.0,0.020362053162236483
389,389,2014-06-05,4423,0.0,92.5,71.8,-2.9,210.0,0.020362053162236483
390,390,2014-07-05,4369,0.0,91.9,69.7,-2.6,173.0,0.020362053162236483
391,391,2014-08-05,4559,0.0,94.9,70.0,0.3,230.0,0.020362053162236483
392,392,2014-09-05,4692,0.0,94.2,69.5,0.5,323.0,0.020362053162236483
393,393,2014-10-05,4372,0.0,91.3,72.6,-1.4,212.0,0.020362053162236483
394,394,2014-11-05,4039,0.0,87.7,68.9,-0.7,160.0,0.020362053162236483
395,395,2014-12-05,3959,0.0,80.0,61.5,0.0,187.0,0.020362053162236483
396,396,2014-05-13,3969,14.0,87.2,70.9,-0.2,317.0,0.020362053162236483
397,397,2014-05-14,3804,0.0,80.6,65.5,-0.2,237.0,0.020362053162236483
398,398,2014-05-15,3592,0.0,75.5,60.1,-1.5,168.0,0.020362053162236483
399,399,2014-05-16,3858,0.0,81.2,62.9,1.4,397.0,0.020362053162236483
400,400,2014-05-17,4115,0.0,86.6,69.0,0.6,243.0,0.020362053162236483
401,401,2014-05-18,4008,0.0,85.5,67.9,0.3,122.0,0.020362053162236483
402,402,2014-05-19,4061,7.0,82.0,63.6,1.2,208.0,0.020362053162236483
403,403,2014-05-20,4239,0.0,89.2,71.8,-1.7,268.0,0.020362053162236483
404,404,2014-05-21,4364,0.0,91.8,73.0,-2.0,183.0,0.020362053162236483
405,405,2014-05-22,4478,0.0,94.4,73.5,0.0,302.0,0.020362053162236483
406,406,2014-05-23,4663,0.0,97.2,78.1,-1.1,277.0,0.020362053162236483
407,407,2014-05-24,4810,6.0,99.5,77.0,-1.3,208.0,0.020362053162236483
408,408,2014-05-25,4433,0.0,93.0,74.0,-0.5,130.0,0.020362053162236483
409,409,2014-05-26,4011,0.0,84.0,68.5,-0.2,195.0,0.020362053162236483
410,410,2014-05-27,4389,4.0,90.1,74.6,-1.1,310.0,0.020362053162236483
411,411,2014-05-28,4597,4.0,95.7,78.7,0.4,406.0,0.020362053162236483
412,412,2014-05-29,4836,90.0,99.9,79.8,2.0,366.0,0.020362053162236483
413,413,2014-05-30,4936,0.0,104.3,83.2,1.2,389.0,0.020362053162236483
414,414,2014-05-31,5321,0.0,90.8,82.2,-10.1,300.0,0.020362053162236483
415,415,2014-01-06,4283,0.0,90.2,76.4,-5.8,0.0,0.020362053162236483
416,416,2014-02-06,4235,0.0,87.6,71.5,-4.7,50.0,0.020362053162236483
417,417,2014-03-06,4594,0.0,97.0,79.3,-4.3,148.0,0.020362053162236483
418,418,2014-04-06,4804,0.0,101.5,81.2,-1.8,310.0,0.020362053162236483
419,419,2014-05-06,4970,0.0,104.1,80.7,1.6,401.0,0.020362053162236483
420,420,2014-06-06,5323,28.0,107.7,83.7,-4.0,143.0,0.020362053162236483
421,421,2014-07-06,5162,0.0,109.1,83.8,-2.6,362.0,0.020362053162236483
422,422,2014-08-06,5026,0.0,107.3,81.7,-2.7,291.0,0.020362053162236483
423,423,2014-09-06,4808,0.0,103.1,77.3,1.0,442.0,0.020362053162236483
424,424,2014-10-06,5067,57.0,111.5,84.4,-0.7,212.0,0.020362053162236483
425,425,2014-11-06,5259,0.0,111.1,81.9,-0.5,339.0,0.020362053162236483
426,426,2014-12-06,5327,43.0,113.4,78.6,-0.2,196.0,0.020362053162236483
427,427,2014-06-13,5203,0.0,107.2,75.5,-1.1,383.0,0.020362053162236483
428,428,2014-06-14,4745,0.0,96.4,76.8,-4.6,182.0,0.020362053162236483
429,429,2014-06-15,4344,0.0,92.4,74.8,-4.2,253.0,0.020362053162236483
430,430,2014-06-16,4479,0.0,90.7,73.3,-4.4,159.0,0.020362053162236483
431,431,2014-06-17,5163,0.0,107.2,83.5,0.3,274.0,0.020362053162236483
432,432,2014-06-18,5390,0.0,114.4,84.8,0.5,250.0,0.020362053162236483
433,433,2014-06-19,5448,0.0,117.4,85.4,-0.6,256.0,0.020362053162236483
434,434,2014-06-20,5434,12.0,113.2,82.6,-3.4,228.0,0.020362053162236483
435,435,2014-06-21,5490,20.0,116.7,87.8,-4.4,160.0,0.020362053162236483
436,436,2014-06-22,5146,249.0,112.6,88.4,-5.3,185.0,0.020362053162236483
437,437,2014-06-23,5029,0.0,108.6,79.4,-2.3,219.0,0.020362053162236483
438,438,2014-06-24,5125,5.0,107.7,83.4,-5.3,10.0,0.020362053162236483
439,439,2014-06-25,5194,0.0,107.3,80.5,-5.1,32.0,0.020362053162236483
440,440,2014-06-26,5003,0.0,105.3,76.8,-2.2,714.0,0.020362053162236483
441,441,2014-06-27,5212,0.0,109.1,79.3,-2.1,311.0,0.020362053162236483
442,442,2014-06-28,5298,0.0,110.9,83.4,-2.9,271.0,0.020362053162236483
443,443,2014-06-29,5133,0.0,109.6,81.0,-2.6,790.0,0.020362053162236483
444,444,2014-06-30,4951,0.0,104.7,75.5,-0.1,199.0,0.020362053162236483
445,445,2014-01-07,5273,0.0,110.1,79.3,-0.9,186.0,0.020362053162236483
446,446,2014-02-07,5176,0.0,110.5,77.9,-0.9,258.0,0.020362053162236483
447,447,2014-03-07,4794,0.0,101.3,74.8,-5.5,109.0,0.020362053162236483
448,448,2014-04-07,4558,12.0,99.2,73.2,-5.3,37.0,0.020362053162236483
449,449,2014-05-07,5037,0.0,103.2,74.5,-2.2,173.0,0.020362053162236483
450,450,2014-06-07,5003,7.0,106.1,77.7,-1.7,262.0,0.020362053162236483
451,451,2014-07-07,4730,0.0,97.1,71.1,-3.9,156.0,0.020362053162236483
452,452,2014-08-07,5252,11.0,107.9,80.1,-2.8,157.0,0.020362053162236483
453,453,2014-09-07,5411,0.0,110.5,83.9,-0.6,233.0,0.020362053162236483
454,454,2014-10-07,5578,0.0,114.4,86.3,-3.4,77.0,0.020362053162236483
455,455,2014-11-07,5749,0.0,119.3,87.4,-1.5,217.0,0.020362053162236483
456,456,2014-12-07,5778,0.0,121.6,89.3,-0.5,300.0,0.020362053162236483
457,457,2014-07-13,5521,0.0,115.4,90.4,-1.7,181.0,0.020362053162236483
458,458,2014-07-14,5318,0.0,111.0,82.2,-0.4,564.0,0.020362053162236483
459,459,2014-07-15,5655,0.0,117.8,88.1,-3.7,51.0,0.020362053162236483
460,460,2014-07-16,5852,58.0,121.4,88.4,-1.9,324.0,0.020362053162236483
461,461,2014-07-17,5610,3.0,112.4,84.8,-1.8,425.0,0.020362053162236483
462,462,2014-07-18,5411,0.0,111.9,81.9,-3.2,143.0,0.020362053162236483
463,463,2014-07-19,4571,0.0,100.2,80.6,-2.8,127.0,0.020362053162236483
464,464,2014-07-20,4643,0.0,97.9,77.1,-1.7,182.0,0.020362053162236483
465,465,2014-07-21,4818,4.0,97.3,74.7,-0.5,296.0,0.020362053162236483
466,466,2014-07-22,5308,0.0,107.2,79.4,0.2,389.0,0.020362053162236483
467,467,2014-07-23,5216,32.0,111.2,81.0,-1.5,282.0,0.020362053162236483
468,468,2014-07-24,4988,-3.0,107.4,76.4,-1.5,218.0,0.020362053162236483
469,469,2014-07-25,4896,3.0,102.8,75.2,-2.6,99.0,0.020362053162236483
470,470,2014-07-26,4841,0.0,100.3,71.1,-0.8,276.0,0.020362053162236483
471,471,2014-07-27,5032,3.0,103.8,72.1,1.0,365.0,0.020362053162236483
472,472,2014-07-28,4951,0.0,99.7,69.4,1.8,393.0,0.020362053162236483
473,473,2014-07-29,4880,-2.0,105.0,77.9,0.4,272.0,0.020362053162236483
474,474,2014-07-30,4501,0.0,95.9,73.0,-2.1,228.0,0.020362053162236483
475,475,2014-07-31,4941,3.0,103.5,75.5,0.5,284.0,0.020362053162236483
476,476,2014-01-08,5159,5.0,108.0,80.3,-0.5,341.0,0.020362053162236483
477,477,2014-02-08,5280,21.0,109.5,81.3,-0.2,204.0,0.020362053162236483
478,478,2014-03-08,4924,0.0,108.4,76.6,-0.1,238.0,0.020362053162236483
479,479,2014-04-08,4811,0.0,98.2,70.7,-0.9,101.0,0.020362053162236483
480,480,2014-05-08,5106,-7.0,104.7,77.8,0.2,363.0,0.020362053162236483
481,481,2014-06-08,4936,0.0,95.6,78.5,-1.1,140.0,0.020362053162236483
482,482,2014-07-08,5074,0.0,105.8,80.8,0.5,279.0,0.020362053162236483
483,483,2014-08-08,4961,-2.0,104.9,79.0,-0.1,294.0,0.020362053162236483
484,484,2014-09-08,4883,7.0,104.9,80.9,-2.3,148.0,0.020362053162236483
485,485,2014-10-08,4772,0.0,101.6,78.9,0.1,303.0,0.020362053162236483
486,486,2014-11-08,4476,0.0,88.8,71.5,-3.4,324.0,0.020362053162236483
487,487,2014-12-08,4768,133.0,98.9,76.4,-1.0,243.0,0.020362053162236483
488,488,2014-08-13,5171,0.0,106.3,79.2,1.7,359.0,0.020362053162236483
489,489,2014-08-14,5221,3.0,107.0,81.3,0.1,269.0,0.020362053162236483
490,490,2014-08-15,5152,0.0,106.0,81.9,-1.3,236.0,0.020362053162236483
491,491,2014-08-16,4442,0.0,85.8,64.5,-1.6,418.0,0.020362053162236483
492,492,2014-08-17,4621,0.0,95.7,72.7,-1.0,242.0,0.020362053162236483
493,493,2014-08-18,4538,0.0,90.6,67.3,-1.8,202.0,0.020362053162236483
494,494,2014-08-19,4903,26.0,99.4,73.0,0.8,209.0,0.020362053162236483
495,495,2014-08-20,5128,144.0,108.4,79.1,1.0,282.0,0.020362053162236483
496,496,2014-08-21,5245,101.0,110.7,79.9,-0.6,256.0,0.020362053162236483
497,497,2014-08-22,5150,120.0,110.4,80.2,-1.9,225.0,0.020362053162236483
498,498,2014-08-23,5301,61.0,110.7,80.1,0.6,431.0,0.020362053162236483
499,499,2014-08-24,5249,0.0,110.7,80.2,1.2,356.0,0.020362053162236483
500,500,2014-08-25,5210,3.0,107.5,77.1,1.9,318.0,0.020362053162236483
501,501,2014-08-26,5421,3.0,114.3,82.9,1.4,374.0,0.020362053162236483
502,502,2014-08-27,5354,147.0,115.0,83.8,1.3,304.0,0.020362053162236483
503,503,2014-08-28,5463,97.0,115.4,84.1,0.8,313.0,0.020362053162236483
504,504,2014-08-29,5113,21.0,109.9,82.3,-1.7,183.0,0.020362053162236483
505,505,2014-08-30,4943,59.0,105.1,79.4,-0.7,233.0,0.020362053162236483
506,506,2014-08-31,4601,0.0,98.8,75.4,-2.9,137.0,0.020362053162236483
507,507,2014-01-09,4255,0.0,87.2,67.3,-3.3,200.0,0.020362053162236483
508,508,2014-02-09,4447,0.0,93.6,71.3,-0.3,316.0,0.020362053162236483
509,509,2014-03-09,4402,12.0,94.1,69.1,-0.2,211.0,0.020362053162236483
510,510,2014-04-09,4383,0.0,92.3,67.3,1.0,277.0,0.020362053162236483
511,511,2014-05-09,4347,0.0,91.4,68.3,-1.0,304.0,0.020362053162236483
512,512,2014-06-09,4294,5.0,87.0,64.7,-1.4,368.0,0.020362053162236483
513,513,2014-07-09,4006,0.0,82.7,58.5,0.0,178.0,0.020362053162236483
514,514,2014-08-09,4324,0.0,85.1,60.1,0.8,229.0,0.020362053162236483
515,515,2014-09-09,4619,15.0,103.0,71.8,0.3,327.0,0.020362053162236483
516,516,2014-10-09,4778,13.0,122.0,76.8,0.1,208.0,0.020362053162236483
517,517,2014-11-09,4606,137.0,99.0,74.5,1.2,293.0,0.020362053162236483
518,518,2014-12-09,4207,20.0,92.1,70.3,-0.3,431.0,0.020362053162236483
519,519,2014-09-13,4150,161.0,91.4,65.3,3.6,442.0,0.020362053162236483
520,520,2014-09-14,4237,0.0,89.1,66.5,1.1,303.0,0.020362053162236483
521,521,2014-09-15,3903,0.0,86.2,62.1,1.5,187.0,0.020362053162236483
522,522,2014-09-16,4474,0.0,91.7,67.6,0.3,227.0,0.020362053162236483
523,523,2014-09-17,4444,190.0,97.3,67.6,4.5,481.0,0.020362053162236483
524,524,2014-09-18,4720,0.0,100.3,69.8,2.6,319.0,0.020362053162236483
525,525,2014-09-19,4845,0.0,101.4,73.5,1.2,232.0,0.020362053162236483
526,526,2014-09-20,4760,0.0,101.7,75.0,0.1,344.0,0.020362053162236483
527,527,2014-09-21,4685,0.0,99.1,71.9,0.1,248.0,0.020362053162236483
528,528,2014-09-22,4525,1.0,92.6,69.2,-0.7,141.0,0.020362053162236483
529,529,2014-09-23,4760,0.0,97.8,75.0,-1.0,214.0,0.020362053162236483
530,530,2014-09-24,4539,0.0,96.0,70.5,-0.5,231.0,0.020362053162236483
531,531,2014-09-25,4577,2.0,95.4,66.1,1.2,346.0,0.020362053162236483
532,532,2014-09-26,4482,0.0,97.3,67.5,0.8,295.0,0.020362053162236483
533,533,2014-09-27,4493,0.0,97.3,70.1,1.9,380.0,0.020362053162236483
534,534,2014-09-28,4353,0.0,85.9,70.6,-2.3,117.0,0.020362053162236483
535,535,2014-09-29,4361,0.0,88.6,66.0,-2.2,60.0,0.020362053162236483
536,536,2014-09-30,4465,38.0,87.8,71.4,-1.7,118.0,0.020362053162236483
537,537,2014-01-10,4518,0.0,96.4,70.6,0.3,295.0,0.020362053162236483
538,538,2014-02-10,4448,0.0,95.9,70.1,1.0,275.0,0.020362053162236483
539,539,2014-03-10,4117,0.0,85.5,58.4,0.0,0.0,0.020362053162236483
540,540,2014-04-10,4025,0.0,83.5,56.1,0.5,223.0,0.020362053162236483
541,541,2014-05-10,4317,0.0,90.3,61.8,1.1,366.0,0.020362053162236483
542,542,2014-06-10,4260,0.0,89.6,62.1,0.7,158.0,0.020362053162236483
543,543,2014-07-10,4449,0.0,91.8,64.8,0.5,432.0,0.020362053162236483
544,544,2014-08-10,4536,0.0,97.7,68.4,2.0,245.0,0.020362053162236483
545,545,2014-09-10,4321,0.0,82.8,60.3,1.2,339.0,0.020362053162236483
546,546,2014-10-10,4164,35.0,87.3,59.7,-1.9,178.0,0.020362053162236483
547,547,2014-11-10,4045,0.0,87.7,57.5,-0.6,255.0,0.020362053162236483
548,548,2014-12-10,3840,0.0,80.6,52.0,-2.5,177.0,0.020362053162236483
549,549,2014-10-13,3526,0.0,75.1,47.4,-2.4,53.0,0.020362053162236483
550,550,2014-10-14,3865,0.0,81.7,51.0,0.2,252.0,0.020362053162236483
551,551,2014-10-15,3722,0.0,77.7,48.1,-0.5,310.0,0.020362053162236483
552,552,2014-10-16,3742,9.0,73.8,46.4,-1.3,299.0,0.020362053162236483
553,553,2014-10-17,3591,0.0,70.4,45.2,-3.3,52.0,0.020362053162236483
554,554,2014-10-18,3624,0.0,70.2,43.2,-1.1,275.0,0.020362053162236483
555,555,2014-10-19,3360,13.0,68.4,40.1,0.6,270.0,0.020362053162236483
556,556,2014-10-20,3138,1.0,62.1,36.3,-1.4,156.0,0.020362053162236483
557,557,2014-10-21,3606,0.0,67.9,42.4,1.4,265.0,0.020362053162236483
558,558,2014-10-22,3687,0.0,69.9,44.0,2.3,333.0,0.020362053162236483
559,559,2014-10-23,3557,0.0,72.3,44.1,2.7,411.0,0.020362053162236483
560,560,2014-10-24,3235,0.0,62.1,37.9,-0.4,411.0,0.020362053162236483
561,561,2014-10-25,3134,0.0,62.3,38.3,-0.3,268.0,0.020362053162236483
562,562,2014-10-26,3221,0.0,64.2,39.4,0.5,201.0,0.020362053162236483
563,563,2014-10-27,3122,0.0,62.5,38.3,1.2,190.0,0.020362053162236483
564,564,2014-10-28,3479,0.0,68.1,45.1,0.3,272.0,0.020362053162236483
565,565,2014-10-29,3500,0.0,68.1,45.1,-0.1,288.0,0.020362053162236483
566,566,2014-10-30,3276,80.0,60.0,44.5,0.0,300.0,0.020362053162236483
567,567,2014-10-31,3485,0.0,68.7,44.5,0.8,313.0,0.020362053162236483
568,568,2014-01-11,3461,0.0,66.5,43.7,-0.4,227.0,0.020362053162236483
569,569,2014-02-11,3091,0.0,60.1,41.7,-3.1,230.0,0.020362053162236483
570,570,2014-03-11,2981,0.0,56.2,35.1,-1.5,170.0,0.020362053162236483
571,571,2014-04-11,3209,0.0,61.7,41.6,-3.7,0.0,0.020362053162236483
572,572,2014-05-11,3159,0.0,59.7,40.3,-4.1,46.0,0.020362053162236483
573,573,2014-06-11,3255,0.0,62.3,38.9,0.1,279.0,0.020362053162236483
574,574,2014-07-11,3146,0.0,60.8,36.8,0.4,253.0,0.020362053162236483
575,575,2014-08-11,3452,0.0,63.4,39.9,-0.1,148.0,0.020362053162236483
576,576,2014-09-11,3194,0.0,61.5,39.7,-1.6,199.0,0.020362053162236483
577,577,2014-10-11,3184,0.0,60.6,37.0,0.9,327.0,0.020362053162236483
578,578,2014-11-11,3243,0.0,62.3,40.1,-0.6,358.0,0.020362053162236483
579,579,2014-12-11,3204,1.0,59.9,42.4,-1.8,283.0,0.020362053162236483
580,580,2014-11-13,3185,0.0,59.2,43.9,-1.9,120.0,0.020362053162236483
581,581,2014-11-14,3113,0.0,57.6,39.4,-2.0,171.0,0.020362053162236483
582,582,2014-11-15,3052,89.0,59.6,36.6,-0.3,199.0,0.020362053162236483
583,583,2014-11-16,2934,15.0,54.9,35.7,-1.9,116.0,0.020362053162236483
584,584,2014-11-17,2920,0.0,54.8,35.3,-0.8,83.0,0.020362053162236483
585,585,2014-11-18,3080,0.0,60.0,38.5,-0.9,57.0,0.020362053162236483
586,586,2014-11-19,3106,16.0,58.0,37.4,0.1,178.0,0.020362053162236483
587,587,2014-11-20,3132,0.0,58.4,38.3,-0.6,108.0,0.020362053162236483
588,588,2014-11-21,3181,3.0,58.5,38.9,-1.0,52.0,0.020362053162236483
589,589,2014-11-22,3157,0.0,42.0,38.0,-0.2,91.0,0.020362053162236483
590,590,2014-11-23,3019,0.0,57.1,36.8,-0.4,287.0,0.020362053162236483
591,591,2014-11-24,3027,2.0,53.8,34.4,-0.9,121.0,0.020362053162236483
592,592,2014-11-25,3122,0.0,58.3,37.8,-0.8,243.0,0.020362053162236483
593,593,2014-11-26,3061,0.0,51.5,38.8,-1.0,332.0,0.020362053162236483
594,594,2014-11-27,3156,0.0,58.6,39.3,-1.6,92.0,0.020362053162236483
595,595,2014-11-28,3183,0.0,58.4,40.3,-1.0,194.0,0.020362053162236483
596,596,2014-11-29,3228,0.0,59.9,41.6,0.2,174.0,0.020362053162236483
597,597,2014-11-30,3093,0.0,57.9,39.8,-0.1,163.0,0.020362053162236483
598,598,2014-01-12,3079,0.0,55.1,37.5,-0.6,303.0,0.020362053162236483
599,599,2014-02-12,3020,0.0,57.4,40.0,-0.6,232.0,0.020362053162236483
600,600,2014-03-12,2952,0.0,57.6,40.0,-0.3,267.0,0.020362053162236483
601,601,2014-04-12,3290,52.0,59.7,41.3,0.4,243.0,0.020362053162236483
602,602,2014-05-12,3042,0.0,58.6,40.2,0.1,243.0,0.020362053162236483
603,603,2014-06-12,3225,6.0,58.5,41.5,-1.1,243.0,0.020362053162236483
604,604,2014-07-12,3022,0.0,55.9,39.4,-1.8,243.0,0.020362053162236483
605,605,2014-08-12,2937,0.0,52.2,37.6,-2.9,243.0,0.020362053162236483
606,606,2014-09-12,3087,0.0,57.4,39.8,-0.7,243.0,0.020362053162236483
607,607,2014-10-12,3074,0.0,59.3,41.0,-0.1,243.0,0.020362053162236483
608,608,2014-11-12,3139,0.0,59.3,41.0,-0.1,243.0,0.020362053162236483
609,609,2014-12-12,3093,57.0,54.2,40.0,0.9,243.0,0.020362053162236483
610,610,2014-12-13,3161,23.0,58.7,40.0,0.9,243.0,0.020362053162236483
611,611,2014-12-14,3234,83.0,58.5,39.2,1.8,243.0,0.020362053162236483
612,612,2014-12-15,3238,0.0,54.6,38.6,-1.9,243.0,0.020362053162236483
613,613,2014-12-16,3200,0.0,58.1,41.4,-1.4,243.0,0.020362053162236483
614,614,2014-12-17,3209,58.0,59.6,41.7,0.4,243.0,0.020362053162236483
615,615,2014-12-18,3387,30.0,61.8,43.1,1.4,243.0,0.020362053162236483
616,616,2014-12-19,3435,0.0,63.4,44.1,0.9,301.0,0.020362053162236483
617,617,2014-12-20,3599,132.0,66.1,48.2,1.4,362.0,0.020362053162236483
618,618,2014-12-21,3585,0.0,64.0,45.1,0.4,222.0,0.020362053162236483
619,619,2014-12-22,3549,0.0,63.0,43.8,0.6,318.0,0.020362053162236483
620,620,2014-12-23,3781,0.0,67.8,47.5,1.2,253.0,0.020362053162236483
621,621,2014-12-24,3875,22.0,69.7,48.6,-0.4,380.0,0.020362053162236483
622,622,2014-12-25,3826,90.0,70.4,47.6,0.1,280.0,0.020362053162236483
623,623,2014-12-26,3938,187.0,71.1,46.7,0.8,446.0,0.020362053162236483
624,624,2014-12-27,4161,0.0,75.1,50.2,-3.4,252.0,0.020362053162236483
625,625,2014-12-28,4161,0.0,74.7,46.0,0.8,340.0,0.020362053162236483
626,626,2014-12-29,4150,0.0,69.5,46.3,1.0,490.0,0.020362053162236483
627,627,2014-12-30,4192,18.0,71.8,48.4,-0.5,309.0,0.020362053162236483
628,628,2014-12-31,3995,0.0,68.9,47.5,-2.3,220.0,0.020362053162236483
629,629,2015-01-01,4129,0.0,67.2,46.5,-1.5,213.0,0.020362053162236483
630,630,2015-02-01,4009,0.0,67.6,44.4,-0.8,368.0,0.020362053162236483
631,631,2015-03-01,3597,109.0,65.2,42.5,-1.3,388.0,0.020362053162236483
632,632,2015-04-01,3895,0.0,64.6,41.6,-1.8,223.0,0.020362053162236483
633,633,2015-05-01,3627,0.0,61.3,38.0,-1.1,238.0,0.020362053162236483
